nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 36 489 0 0
2 394 873 25 147
3 543 244 48 125
4 692 450 24 126
5 991 37 8 161
6 887 337 48 45
7 112 886 24 110
8 432 231 18 66
9 672 909 12 95
10 532 517 10 170
11 615 418 3 212
12 419 185 48 200
13 270 17 14 146
14 604 512 3 227
15 789 792 36 93
16 327 177 10 222
17 281 73 5 34
18 402 824 19 2
19 669 95 10 94
20 275 660 27 220
21 484 514 4 77
22 997 948 14 180
23 400 782 36 33
24 179 425 45 149
25 691 63 28 204
26 942 658 20 82
27 482 713 17 67
28 843 104 33 230
29 730 799 13 36
30 968 519 9 200
31 591 647 30 18
32 48 873 21 84
33 720 451 4 141
34 49 389 36 15
35 898 676 34 64
36 401 734 34 238
37 191 751 40 100
38 682 943 17 177
39 533 214 32 13
40 368 224 26 9
41 277 663 16 97
42 882 111 43 84
43 376 77 14 75
44 567 107 15 228
45 876 536 10 223
46 978 468 29 191
47 535 379 43 199
48 693 256 25 246
49 830 94 42 212
50 997 80 12 175
51 771 399 25 198
52 814 314 14 17
53 150 496 47 32
54 257 35 43 178
55 62 626 44 120
56 259 340 39 111
57 289 493 17 231
58 803 17 46 130
59 570 723 7 211
60 476 798 9 17
61 611 807 35 237
62 618 146 9 127
63 186 311 37 185
64 754 368 24 228
65 758 104 46 188
66 448 529 5 23
67 503 262 35 120
68 195 5 39 181
69 110 452 2 83
70 392 173 10 47
71 430 651 3 100
72 865 719 8 21
73 144 20 32 203
74 89 66 2 89
75 743 565 15 210
76 864 354 7 50
77 372 483 48 15
78 853 558 28 84
79 146 607 50 2
80 926 904 14 197
81 711 726 39 168
82 785 566 21 175
83 340 980 39 109
84 923 451 7 40
85 433 315 44 166
86 976 863 37 246
87 966 193 18 96
88 935 462 18 49
89 565 376 48 119
90 528 661 39 63
91 941 745 28 195
92 15 666 12 125
93 580 868 12 241
94 576 726 10 113
95 828 503 42 75
96 983 539 9 32
97 581 120 44 130
98 458 922 6 233
99 101 381 40 14
100 725 886 22 133
101 697 701 30 210
102 101 15 30 149
103 246 388 5 97
104 830 163 49 205
105 116 710 17 38
106 824 58 17 144
107 455 840 34 230
