nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 586 205 0 0
2 35 661 27 9
3 842 166 20 15
4 545 323 9 44
5 592 260 9 39
6 609 644 46 30
7 884 8 15 43
8 828 47 79 20
9 94 386 32 50
10 477 321 5 49
11 899 570 58 34
12 668 225 67 44
13 510 913 85 5
14 956 152 91 22
15 925 243 67 38
16 942 863 63 14
17 800 329 77 39
18 524 643 22 49
19 496 422 56 32
20 966 440 44 16
21 34 576 71 42
22 84 271 48 37
23 936 264 84 26
24 318 31 7 15
25 2 796 78 11
26 704 901 13 35
27 366 373 46 31
28 126 228 80 30
29 638 435 38 20
30 381 915 3 4
31 678 675 7 15
32 779 478 68 35
33 4 655 6 41
34 473 852 35 11
35 429 440 23 29
36 644 464 28 45
37 368 80 72 25
38 735 304 81 5
39 345 53 53 37
40 687 347 69 30
41 201 392 49 33
42 601 567 16 45
43 117 727 16 45
44 148 107 24 5
45 514 881 64 27
46 375 192 8 22
47 556 154 43 27
48 23 912 8 48
49 161 496 20 43
50 117 591 60 42
51 936 761 73 40
52 55 304 38 44
53 842 790 66 18
54 961 539 98 18
55 843 0 57 18
56 238 397 99 5
57 744 839 2 14
58 316 861 51 19
59 919 464 60 25
60 969 433 73 25
61 345 696 53 33
62 626 253 48 45
63 850 649 11 6
64 166 363 95 30
65 145 635 98 6
66 954 434 23 20
67 396 9 45 12
68 90 590 65 11
69 151 403 30 12
70 129 347 80 38
71 404 368 31 29
72 744 148 94 32
73 207 60 44 45
74 362 126 53 6
75 525 683 71 25
76 560 222 30 25
77 379 538 57 28
78 476 581 21 20
79 539 994 33 17
80 944 36 49 32
81 629 899 73 24
82 470 377 3 17
83 260 913 35 17
84 968 412 79 16
85 316 449 28 9
86 759 72 5 10
87 817 855 37 49
88 221 377 93 32
89 915 935 95 45
90 503 792 87 17
91 618 415 70 19
92 15 997 43 28
93 305 843 46 13
94 578 844 49 30
95 189 522 82 50
96 881 170 63 4
97 773 703 73 15
98 547 34 22 9
99 968 867 31 1
100 798 637 75 10
101 317 909 11 31
102 709 486 19 49
103 764 282 81 11
104 863 679 30 25
105 217 719 56 19
106 472 835 43 27
107 134 839 37 35
108 184 440 6 32
109 34 762 100 5
110 636 223 63 31
111 637 869 4 25
112 393 410 86 28
113 573 292 89 9
114 796 893 86 21
115 512 594 11 12
116 530 181 80 21
117 503 240 43 48
118 667 267 19 23
119 874 531 60 49
120 299 92 50 17
121 602 123 17 44
122 279 736 43 5
123 962 464 81 1
124 528 348 38 30
125 578 517 55 50
126 571 215 12 10
127 386 316 76 49
128 978 311 37 16
129 960 774 7 24
130 205 472 86 18
131 369 87 38 15
132 653 872 38 30
133 327 321 14 9
134 492 202 54 25
135 204 791 9 3
136 646 806 92 25
137 914 925 47 34
138 894 228 81 27
139 741 775 86 18
140 576 320 58 40
141 644 147 17 21
142 887 30 1 44
143 815 865 69 39
144 694 775 59 27
145 640 251 15 44
146 248 361 44 2
147 338 253 60 34
148 233 18 31 25
149 926 77 42 34
150 572 482 49 50
151 868 218 39 42
152 640 782 26 37
153 495 887 26 6
154 10 237 15 11
155 662 586 23 24
156 909 658 3 41
157 85 796 44 5
158 40 900 34 14
159 662 734 44 44
160 28 654 90 10
161 337 628 39 36
162 367 676 61 48
163 881 952 71 41
164 694 160 74 12
165 30 618 26 24
166 642 898 13 16
167 836 283 66 40
168 681 331 52 43
169 170 43 47 18
170 920 184 5 19
171 982 829 41 7
172 842 419 11 36
173 978 882 14 46
174 672 992 51 9
175 969 700 39 43
176 646 306 18 27
177 328 13 30 28
178 334 561 26 50
179 965 380 20 49
180 721 347 63 45
181 998 364 24 27
182 246 186 13 39
183 999 279 16 16
184 870 169 31 12
185 322 790 34 36
186 353 656 82 26
187 972 547 94 42
188 76 950 14 7
189 781 748 39 14
190 942 750 67 27
191 800 940 8 34
192 409 128 53 37
193 305 743 61 28
194 41 622 36 30
195 124 763 28 50
196 970 474 77 1
197 479 216 76 41
198 661 478 40 41
199 495 531 56 22
200 647 169 4 41
201 321 352 9 37
202 826 645 67 3
203 251 254 28 32
204 595 32 61 18
205 2 889 95 28
206 135 802 94 5
207 829 544 63 46
208 282 134 91 24
209 287 323 75 29
210 109 763 55 4
211 438 79 28 33
212 590 917 5 4
213 647 251 23 46
214 747 494 46 31
215 782 746 17 2
216 663 455 71 28
217 450 841 38 39
218 101 701 80 18
219 95 48 20 42
220 734 449 35 17
221 938 869 71 29
222 251 119 21 34
223 765 885 26 11
224 606 52 9 3
225 561 715 89 15
226 168 999 6 19
227 146 110 50 10
228 269 793 72 24
229 361 368 57 19
230 287 495 54 26
231 115 302 70 27
232 302 565 3 8
233 144 403 65 32
234 267 591 25 37
235 804 353 25 9
236 41 742 3 48
237 574 292 39 25
238 213 339 33 15
239 530 819 37 43
240 743 91 69 28
241 534 263 7 24
242 90 32 46 8
243 373 711 36 19
244 825 734 32 42
245 80 464 37 37
246 581 547 17 7
247 767 884 13 19
248 112 263 14 28
249 639 731 52 40
250 854 443 14 29
251 436 247 100 18
252 537 10 76 39
253 892 751 94 8
254 349 422 55 30
255 570 93 100 23
256 513 457 59 8
257 356 955 96 4
258 489 730 18 31
259 19 667 72 49
260 816 99 75 9
261 131 398 85 41
262 646 250 67 48
263 282 110 62 32
264 865 921 27 13
265 842 72 21 42
266 717 278 41 20
267 319 254 11 18
268 641 211 10 4
269 357 990 75 14
270 985 928 85 26
271 435 498 86 44
272 737 144 36 34
273 806 578 47 3
274 226 825 64 21
275 245 42 53 40
276 276 377 31 37
277 792 274 81 47
278 979 426 86 44
279 384 845 80 14
280 700 578 6 2
281 917 769 7 49
282 209 588 23 17
283 23 850 66 33
284 800 733 72 43
285 192 137 96 7
286 13 628 18 34
287 636 750 52 5
288 124 794 67 50
289 328 350 57 32
