nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 563 57 0 0
2 716 375 10 1
3 828 300 6 25
4 44 847 9 41
5 923 364 1 11
6 766 200 8 21
7 438 763 6 3
8 928 792 8 33
9 424 813 10 19
10 554 332 6 47
11 790 270 9 6
12 522 699 8 35
13 281 330 5 26
14 756 347 9 20
15 859 444 1 10
16 601 422 3 10
17 853 317 8 44
18 150 33 2 3
19 969 546 10 32
20 232 893 3 22
21 262 998 2 42
22 445 700 2 19
23 762 725 5 1
24 845 186 3 26
25 890 751 9 48
26 870 681 3 27
27 373 392 5 40
28 732 6 4 22
29 74 841 5 4
30 353 934 1 47
31 285 955 4 5
32 356 490 8 31
33 624 858 10 20
34 523 594 6 19
35 405 755 1 30
36 839 667 10 45
37 106 284 4 31
38 720 220 5 18
39 9 917 2 18
40 406 900 3 2
41 668 628 7 17
42 933 42 1 24
43 21 665 7 44
44 48 95 5 23
45 506 754 7 37
46 29 143 2 10
47 61 738 3 29
48 633 685 3 42
49 948 508 8 30
50 631 353 2 1
51 616 470 9 1
52 373 722 5 32
53 754 93 3 11
54 942 116 1 16
55 10 700 10 46
56 16 30 8 47
57 328 301 2 50
58 424 349 10 20
59 318 825 3 16
60 797 177 5 39
61 579 178 2 16
62 320 640 1 44
63 268 306 6 45
64 677 217 7 46
65 166 309 4 48
66 922 782 6 34
67 779 295 10 42
68 504 534 8 32
69 740 446 2 20
70 650 102 10 32
71 498 18 7 19
72 485 827 10 31
73 671 909 8 1
74 528 989 10 10
75 734 677 6 46
76 166 665 10 19
77 856 487 3 50
78 305 124 4 9
79 145 983 4 50
80 693 311 6 19
81 292 616 9 1
82 94 423 3 48
83 263 950 4 20
84 957 356 9 47
85 397 959 1 30
86 810 895 10 8
87 329 295 8 9
88 74 0 8 15
89 205 603 9 39
90 990 291 4 26
91 280 508 7 24
92 957 488 4 49
93 347 614 5 7
94 965 492 9 21
95 949 658 8 14
96 156 241 9 6
97 626 602 6 41
98 17 242 5 9
99 552 974 2 36
100 950 301 8 3
101 286 760 5 37
102 549 967 2 13
103 56 623 6 49
104 320 261 7 6
105 578 662 7 3
106 904 211 2 23
107 170 861 8 27
108 51 518 4 2
109 476 16 6 34
110 362 425 2 43
111 27 518 8 13
112 19 5 1 15
113 120 36 3 5
114 599 25 6 17
115 362 549 2 33
116 326 0 1 7
117 310 227 9 32
118 968 366 9 16
119 851 640 10 47
120 979 781 2 18
121 302 883 1 5
122 344 472 1 28
123 745 396 1 16
124 990 573 2 16
125 764 705 9 5
126 350 791 1 48
127 223 721 7 13
128 149 696 3 22
129 757 748 9 40
130 721 472 8 11
131 298 47 2 10
132 472 608 7 42
133 275 792 1 37
134 326 478 8 20
135 784 305 5 31
136 611 86 7 36
137 188 956 5 29
138 911 285 5 17
139 704 253 4 46
140 210 468 5 45
141 958 561 3 45
142 260 182 2 19
143 282 409 9 6
144 878 392 2 27
145 157 951 5 31
146 216 807 9 18
147 350 40 10 7
148 415 977 10 30
149 185 93 5 19
150 455 969 1 30
151 398 419 1 40
152 56 939 7 35
153 727 967 8 31
154 576 431 3 14
155 572 787 9 37
156 899 531 8 33
157 700 511 3 1
158 713 334 1 41
159 272 943 7 45
160 726 782 10 3
161 894 294 5 10
162 589 244 1 15
163 335 357 7 32
164 222 520 6 11
165 450 29 10 47
166 489 201 2 2
167 800 897 6 8
168 140 527 6 5
169 216 716 1 40
170 310 789 8 21
171 855 210 7 27
172 320 555 3 9
173 73 385 10 5
174 890 346 2 36
175 328 968 9 21
176 480 574 8 24
177 263 69 2 10
178 170 598 10 48
179 778 744 1 35
180 470 581 1 42
181 126 959 3 4
182 782 926 3 18
183 209 274 4 30
184 806 425 3 4
185 342 116 10 42
186 214 198 4 46
187 678 886 1 26
188 105 752 6 50
189 271 347 10 7
190 450 951 7 31
191 316 930 9 24
192 877 931 6 11
193 351 48 4 45
194 881 482 10 26
195 792 351 1 22
196 63 270 8 14
197 662 197 6 12
198 197 223 3 39
199 823 3 2 7
200 649 165 4 11
201 471 215 9 17
202 715 150 8 21
203 454 821 4 13
204 254 725 10 25
205 520 56 2 6
206 29 188 7 50
207 338 906 1 12
208 119 689 2 16
209 306 352 8 22
210 523 451 2 41
211 55 938 3 11
212 721 70 4 18
213 135 270 2 38
214 293 310 8 13
215 625 294 5 1
216 476 97 5 45
217 510 543 9 32
218 599 964 5 12
219 716 853 5 36
220 41 237 9 16
221 909 422 3 45
222 425 247 7 23
223 681 897 9 29
224 288 987 9 16
225 249 812 10 32
226 790 657 6 44
227 102 512 2 11
228 727 238 4 13
229 134 20 1 21
230 900 760 8 45
231 315 728 2 2
232 209 177 9 40
233 272 808 4 5
234 493 340 4 30
235 13 534 10 44
236 577 274 7 32
237 309 355 10 13
238 521 990 6 48
239 604 161 3 46
240 329 205 6 44
241 325 120 7 23
242 862 428 8 20
243 984 589 4 1
244 18 118 3 34
245 610 918 1 12
246 230 277 10 44
247 647 439 3 20
248 454 271 6 46
249 247 947 4 41
250 611 612 7 15
251 833 541 4 23
252 886 494 6 25
253 248 759 8 3
254 484 852 5 30
255 921 166 9 40
256 409 598 4 27
257 638 272 2 11
258 26 974 7 47
259 861 396 1 31
260 444 823 2 33
261 667 675 2 11
262 452 666 9 4
263 466 906 2 14
264 289 66 2 5
265 205 252 6 28
266 678 391 9 39
267 793 565 1 16
268 885 393 5 40
269 324 722 9 39
270 597 245 9 19
271 888 7 8 42
272 196 878 5 42
273 279 574 4 43
274 852 492 8 16
275 971 296 5 20
276 668 990 9 16
277 971 120 2 29
278 656 438 2 14
279 379 945 2 25
280 504 936 10 47
281 197 182 2 39
282 327 343 7 4
283 747 565 6 3
284 88 424 3 26
285 287 686 2 14
286 21 527 4 21
287 45 217 5 39
288 405 324 2 9
289 792 257 3 50
290 168 115 4 8
291 553 836 1 24
292 105 877 5 4
293 309 113 2 46
294 315 688 7 45
295 410 171 2 37
296 976 959 3 24
297 705 304 7 31
298 302 805 9 32
299 869 743 4 24
300 229 156 0 0
endpoint1 endpoint2 weight
1 2 353
1 3 360
1 4 946
1 5 474
1 6 249
1 7 717
1 8 821
1 9 769
1 10 276
1 11 312
1 12 644
1 13 393
1 14 349
1 15 488
1 16 367
1 17 390
1 18 414
1 19 636
1 20 900
1 21 988
1 22 654
1 23 698
1 24 311
1 25 768
1 26 696
1 27 386
1 28 177
1 29 925
1 30 902
1 31 941
1 32 480
1 33 804
1 34 539
1 35 716
1 36 670
1 37 511
1 38 227
1 39 1023
1 40 858
1 41 581
1 42 371
1 43 815
1 44 517
1 45 700
1 46 541
1 47 847
1 48 632
1 49 593
1 50 304
1 51 417
1 52 692
1 53 195
1 54 384
1 55 849
1 56 548
1 57 339
1 58 324
1 59 807
1 60 263
1 61 123
1 62 632
1 63 387
1 64 197
1 65 471
1 66 810
1 67 322
1 68 481
1 69 428
1 70 98
1 71 76
1 72 774
1 73 859
1 74 933
1 75 644
1 76 727
1 77 521
1 78 267
1 79 1016
1 80 286
1 81 622
1 82 595
1 83 943
1 84 495
1 85 918
1 86 874
1 87 334
1 88 493
1 89 653
1 90 487
1 91 533
1 92 584
1 93 598
1 94 593
1 95 715
1 96 447
1 97 549
1 98 577
1 99 918
1 100 458
1 101 756
1 102 911
1 103 760
1 104 318
1 105 606
1 106 375
1 107 895
1 108 689
1 109 97
1 110 420
1 111 707
1 112 547
1 113 444
1 114 49
1 115 532
1 116 244
1 117 305
1 118 510
1 119 651
1 120 836
1 121 867
1 122 470
1 123 385
1 124 670
1 125 679
1 126 765
1 127 746
1 128 762
1 129 718
1 130 445
1 131 266
1 132 559
1 133 790
1 134 484
1 135 333
1 136 57
1 137 975
1 138 417
1 139 242
1 140 542
1 141 641
1 142 328
1 143 451
1 144 460
1 145 982
1 146 827
1 147 214
1 148 932
1 149 380
1 150 919
1 151 398
1 152 1018
1 153 925
1 154 375
1 155 731
1 156 582
1 157 475
1 158 316
1 159 933
1 160 744
1 161 408
1 162 189
1 163 377
1 164 576
1 165 117
1 166 162
1 167 873
1 168 633
1 169 745
1 170 775
1 171 330
1 172 555
1 173 590
1 174 437
1 175 941
1 176 524
1 177 301
1 178 669
1 179 720
1 180 533
1 181 1003
1 182 897
1 183 416
1 184 441
1 185 229
1 186 377
1 187 837
1 188 833
1 189 412
1 190 902
1 191 908
1 192 929
1 193 213
1 194 531
1 195 373
1 196 544
1 197 172
1 198 402
1 199 266
1 200 139
1 201 183
1 202 179
1 203 772
1 204 737
1 205 44
1 206 550
1 207 879
1 208 773
1 209 392
1 210 397
1 211 1017
1 212 159
1 213 479
1 214 371
1 215 245
1 216 96
1 217 489
1 218 908
1 219 811
1 220 553
1 221 503
1 222 235
1 223 849
1 224 970
1 225 818
1 226 642
1 227 648
1 228 245
1 229 431
1 230 780
1 231 716
1 232 374
1 233 806
1 234 292
1 235 729
1 236 218
1 237 392
1 238 934
1 239 112
1 240 277
1 241 247
1 242 477
1 243 679
1 244 549
1 245 863
1 246 400
1 247 392
1 248 241
1 249 945
1 250 558
1 251 555
1 252 544
1 253 770
1 254 799
1 255 375
1 256 563
1 257 228
1 258 1063
1 259 452
1 260 776
1 261 627
1 262 620
1 263 855
1 264 275
1 265 408
1 266 354
1 267 558
1 268 466
1 269 707
1 270 192
1 271 329
1 272 900
1 273 590
1 274 523
1 275 473
1 276 939
1 277 413
1 278 393
1 279 907
1 280 881
