nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 852 421 0 0
2 810 404 70 5
3 207 337 27 7
4 869 508 49 3
5 312 962 20 3
6 53 574 52 3
7 377 632 89 9
8 989 966 40 8
9 892 391 4 10
10 848 286 4 9
11 115 499 21 10
12 666 573 63 1
13 365 637 90 9
14 483 808 89 3
15 132 248 94 1
16 903 336 99 7
17 21 66 71 8
18 92 228 43 9
19 403 961 76 1
20 88 67 53 6
21 275 142 95 6
22 993 4 78 3
23 126 982 45 9
24 971 371 40 10
25 374 171 61 5
26 657 841 70 3
27 22 675 66 4
28 766 388 43 8
29 312 249 42 3
30 196 445 30 8
31 849 452 26 8
32 133 870 46 8
33 518 226 48 8
34 451 921 49 3
35 187 539 79 1
36 988 815 70 3
37 33 334 57 9
38 819 160 8 3
39 316 142 68 7
40 883 42 4 10
41 313 540 94 3
42 884 336 12 9
43 216 2 56 6
44 76 880 18 10
45 252 272 41 7
46 677 101 37 6
47 724 811 27 4
48 324 242 65 4
49 37 775 21 3
50 515 576 48 1
51 666 856 14 8
52 743 700 76 2
53 190 915 16 3
54 212 858 74 3
55 57 95 81 9
56 901 723 14 6
57 987 137 1 7
58 411 555 37 8
59 139 487 83 4
60 788 743 9 5
61 759 465 1 7
62 197 836 40 7
63 628 521 30 4
64 430 665 52 1
65 648 298 69 9
66 594 314 53 4
67 154 337 16 8
68 366 696 55 2
69 252 578 62 10
70 906 662 66 5
71 25 159 8 2
72 385 365 20 10
73 296 148 8 6
74 920 788 67 10
75 635 708 62 8
76 531 746 64 2
77 526 80 24 5
78 582 154 40 4
79 953 365 11 1
80 172 601 56 9
81 663 766 89 8
82 916 169 12 7
83 455 634 88 8
84 217 60 40 1
85 213 123 97 5
86 722 590 47 4
87 283 459 36 7
88 955 931 63 4
89 607 228 74 1
90 719 594 85 5
91 288 603 8 1
92 340 814 48 2
93 683 275 7 7
94 969 637 37 7
95 640 493 29 2
96 590 655 47 10
97 259 858 99 10
98 824 66 26 8
99 493 41 27 7
100 126 58 39 5
101 516 200 21 5
102 648 799 30 9
103 11 956 3 4
104 83 970 4 9
105 184 802 25 10
106 564 472 15 4
107 757 257 92 5
108 639 793 67 9
109 532 960 1 5
110 430 524 67 2
111 453 372 46 4
112 179 64 51 7
113 231 355 75 8
114 130 724 34 4
115 396 609 44 4
116 134 264 28 6
117 809 782 9 8
118 416 173 76 3
119 90 499 1 9
120 143 626 91 7
121 653 708 71 8
122 451 411 13 2
123 965 90 72 1
124 204 849 60 4
125 402 986 86 7
126 373 855 5 1
127 358 904 92 7
128 271 589 27 8
129 259 753 34 3
130 665 7 71 9
131 362 799 36 9
132 271 524 45 4
133 934 687 8 10
134 697 376 59 8
135 538 840 51 1
136 3 192 37 1
137 900 454 58 9
138 955 217 82 1
139 896 511 79 4
140 418 298 5 4
141 497 791 72 9
142 505 207 47 5
143 695 776 68 3
144 149 306 32 1
145 529 814 37 3
146 313 892 30 3
147 966 585 53 6
148 768 252 68 10
149 624 465 45 6
150 980 515 67 5
151 657 983 27 3
152 707 558 67 6
153 789 14 3 9
154 127 685 17 2
155 525 546 94 3
156 335 22 97 5
157 337 840 33 3
158 581 385 31 10
159 616 730 68 2
160 691 146 1 4
161 897 357 64 2
162 390 863 28 8
163 942 158 7 6
164 467 918 27 3
165 975 447 21 6
166 433 632 50 9
167 783 492 100 6
168 190 572 87 3
169 858 670 16 3
170 610 383 36 9
171 216 945 27 2
172 757 905 25 9
173 786 339 27 5
174 642 402 59 6
175 69 686 69 1
176 900 966 1 4
177 43 642 44 9
178 181 337 52 2
179 800 0 24 8
180 255 775 4 6
181 800 41 23 3
182 408 583 47 5
183 885 950 21 3
184 507 744 77 6
185 620 117 87 2
186 127 188 97 3
187 415 237 95 3
188 94 553 71 3
189 928 736 28 1
190 307 997 70 6
191 422 208 43 1
192 316 817 79 6
193 850 849 99 2
194 154 3 87 4
195 850 410 60 3
196 130 650 69 4
197 803 538 95 5
198 585 688 60 5
199 841 92 99 6
200 432 813 3 5
201 562 912 99 9
202 354 329 97 6
203 501 448 23 10
