nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 563 57 0 0
2 716 375 2 16
3 828 300 6 1
4 44 847 5 22
5 923 364 5 26
6 766 200 1 7
7 438 763 10 39
8 928 792 9 7
9 424 813 10 40
10 554 332 7 3
11 790 270 4 2
12 522 699 6 39
13 281 330 2 21
14 756 347 6 21
15 859 444 4 11
16 601 422 6 45
17 853 317 7 48
18 150 33 1 44
19 969 546 10 15
20 232 893 7 4
21 262 998 2 38
22 445 700 10 23
23 762 725 6 48
24 845 186 2 48
25 890 751 9 38
26 870 681 10 13
27 373 392 1 8
28 732 6 3 13
29 74 841 8 39
30 353 934 5 21
31 285 955 1 11
32 356 490 6 29
33 624 858 10 28
34 523 594 3 9
35 405 755 4 41
36 839 667 4 35
37 106 284 8 25
38 720 220 10 6
39 9 917 2 41
40 406 900 5 12
41 668 628 10 6
42 933 42 6 21
43 21 665 3 29
44 48 95 5 40
45 506 754 9 19
46 29 143 1 19
47 61 738 1 28
48 633 685 8 40
49 948 508 5 22
50 631 353 8 48
51 616 470 2 13
52 373 722 4 42
53 754 93 7 45
54 942 116 9 10
55 10 700 5 3
56 16 30 2 17
57 328 301 10 49
58 424 349 9 23
59 318 825 7 25
60 797 177 2 47
61 579 178 5 24
62 320 640 8 26
63 268 306 3 17
64 677 217 7 7
65 166 309 10 17
66 922 782 6 3
67 779 295 9 42
68 504 534 4 16
69 740 446 6 44
70 650 102 5 23
71 498 18 8 46
72 485 827 9 8
73 671 909 7 29
74 528 989 10 25
75 734 677 3 43
76 166 665 2 47
77 856 487 9 41
78 305 124 2 21
79 145 983 7 39
80 693 311 10 46
81 292 616 5 37
82 94 423 8 33
83 263 950 8 44
84 957 356 8 16
85 397 959 9 25
86 810 895 8 37
87 329 295 2 28
88 74 0 6 18
89 205 603 6 25
90 990 291 3 8
91 280 508 9 16
92 957 488 4 37
93 347 614 6 28
94 965 492 10 14
95 949 658 6 39
96 156 241 1 22
97 626 602 7 10
98 17 242 6 5
99 552 974 3 6
100 950 301 10 44
101 286 760 10 7
102 549 967 10 1
103 56 623 6 25
104 320 261 9 41
105 578 662 1 11
106 904 211 8 21
107 170 861 6 3
108 51 518 8 33
109 476 16 10 19
110 362 425 6 47
111 27 518 9 6
112 19 5 8 35
113 120 36 5 26
114 599 25 9 20
115 362 549 1 10
116 326 0 3 10
117 310 227 8 44
118 968 366 2 3
119 851 640 10 32
120 979 781 3 22
121 302 883 2 42
122 344 472 2 19
123 745 396 5 1
124 990 573 3 26
125 764 705 9 48
126 350 791 3 27
127 223 721 5 40
128 149 696 4 22
129 757 748 5 4
130 721 472 1 47
131 298 47 4 5
132 472 608 8 31
133 275 792 10 20
134 326 478 6 19
135 784 305 1 30
136 611 86 10 45
137 188 956 4 31
138 911 285 5 18
139 704 253 2 18
140 210 468 3 2
141 958 561 7 17
142 260 182 1 24
143 282 409 7 44
144 878 392 5 23
145 157 951 7 37
146 216 807 2 10
147 350 40 3 29
148 415 977 3 42
149 185 93 8 30
150 455 969 2 1
151 398 419 9 1
152 56 939 5 32
153 727 967 3 11
154 576 431 1 16
155 572 787 10 46
156 899 531 8 47
157 700 511 2 50
158 713 334 10 20
159 272 943 3 16
160 726 782 5 39
161 894 294 2 16
162 589 244 1 44
163 335 357 6 45
164 222 520 7 46
165 450 29 4 48
166 489 201 6 34
167 800 897 10 42
168 140 527 8 32
169 216 716 2 20
170 310 789 10 32
171 855 210 7 19
172 320 555 10 31
173 73 385 8 1
174 890 346 10 10
175 328 968 6 46
176 480 574 10 19
177 263 69 3 50
178 170 598 4 9
179 778 744 4 50
180 470 581 6 19
181 126 959 9 1
182 782 926 3 48
183 209 274 4 20
184 806 425 9 47
185 342 116 1 30
186 214 198 10 8
187 678 886 8 9
188 105 752 8 15
189 271 347 9 39
190 450 951 4 26
191 316 930 7 24
192 877 931 4 49
193 351 48 5 7
194 881 482 9 21
195 792 351 8 14
196 63 270 9 6
197 662 197 6 41
198 197 223 5 9
199 823 3 2 36
200 649 165 0 0
endpoint1 endpoint2 weight
1 2 353
1 3 360
1 4 946
