nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 852 421 0 0
2 810 404 63 3
3 207 337 55 10
4 869 508 2 9
5 312 962 83 10
6 53 574 37 10
7 377 632 79 2
8 989 966 50 7
9 892 391 29 1
10 848 286 97 6
11 115 499 56 9
12 666 573 46 6
13 365 637 1 1
14 483 808 77 6
15 132 248 89 10
16 903 336 30 4
17 21 66 83 4
18 92 228 38 9
19 403 961 73 9
20 88 67 37 5
21 275 142 20 6
22 993 4 45 8
23 126 982 89 6
24 971 371 97 9
25 374 171 98 3
26 657 841 4 3
27 22 675 43 1
28 766 388 39 3
29 312 249 1 7
30 196 445 80 2
31 849 452 36 9
32 133 870 15 10
33 518 226 5 2
34 451 921 59 7
35 187 539 42 7
36 988 815 32 1
37 33 334 72 8
38 819 160 10 2
39 316 142 73 6
40 883 42 81 1
41 313 540 50 4
42 884 336 75 2
43 216 2 37 5
44 76 880 86 7
45 252 272 31 7
46 677 101 78 8
47 724 811 78 4
48 324 242 88 2
49 37 775 47 8
50 515 576 58 8
51 666 856 44 1
52 743 700 48 8
53 190 915 68 10
54 212 858 31 3
55 57 95 15 1
56 901 723 15 7
57 987 137 47 9
58 411 555 8 3
59 139 487 54 6
60 788 743 71 6
61 759 465 62 9
62 197 836 54 9
63 628 521 44 3
64 430 665 72 1
65 648 298 42 10
66 594 314 78 5
67 154 337 70 8
68 366 696 4 10
69 252 578 87 5
70 906 662 34 3
71 25 159 97 8
72 385 365 69 3
73 296 148 88 9
74 920 788 77 3
75 635 708 74 8
76 531 746 29 7
77 526 80 48 4
78 582 154 78 1
79 953 365 78 9
80 172 601 81 9
81 663 766 30 9
82 916 169 55 10
83 455 634 88 1
84 217 60 41 4
85 213 123 45 6
86 722 590 78 3
87 283 459 73 7
88 955 931 88 2
89 607 228 75 4
90 719 594 5 10
91 288 603 11 5
92 340 814 86 8
93 683 275 70 5
94 969 637 49 7
95 640 493 64 1
96 590 655 65 3
97 259 858 39 1
98 824 66 44 8
99 493 41 81 6
100 126 58 3 7
101 516 200 61 1
102 648 799 70 5
103 11 956 27 7
104 83 970 49 3
105 184 802 20 3
106 564 472 52 3
107 757 257 89 9
108 639 793 40 8
109 532 960 4 10
110 430 524 4 9
111 453 372 21 10
112 179 64 63 1
113 231 355 90 9
114 130 724 89 3
115 396 609 94 1
116 134 264 99 7
117 809 782 71 8
118 416 173 43 9
119 90 499 76 1
120 143 626 53 6
121 653 708 95 6
122 451 411 78 3
123 965 90 45 9
124 204 849 40 10
125 402 986 61 5
126 373 855 70 3
127 358 904 66 4
128 271 589 43 8
129 259 753 42 3
130 665 7 30 8
131 362 799 26 8
132 271 524 46 8
133 934 687 48 8
134 697 376 49 3
135 538 840 79 1
136 3 192 70 3
137 900 454 57 9
138 955 217 8 3
139 896 511 68 7
140 418 298 4 10
141 497 791 94 3
142 505 207 12 9
143 695 776 56 6
144 149 306 18 10
145 529 814 41 7
146 313 892 37 6
147 966 585 27 4
148 768 252 65 4
149 624 465 21 3
150 980 515 48 1
151 657 983 14 8
152 707 558 76 2
153 789 14 16 3
154 127 685 74 3
155 525 546 81 9
156 335 22 14 6
157 337 840 1 7
158 581 385 37 8
159 616 730 83 4
160 691 146 9 5
161 897 357 1 7
162 390 863 40 7
163 942 158 30 4
164 467 918 52 1
165 975 447 69 9
166 433 632 53 4
167 783 492 16 8
168 190 572 55 2
169 858 670 62 10
170 610 383 66 5
171 216 945 8 2
172 757 905 20 10
173 786 339 8 6
174 642 402 67 10
