nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 985 915 0 0
2 706 366 62 27
3 707 14 75 282
4 527 922 27 464
5 896 508 54 256
6 803 110 85 29
7 132 847 76 332
8 241 795 79 54
9 518 109 5 69
10 498 315 12 34
11 333 89 98 53
12 337 993 96 463
13 690 246 57 430
14 56 279 96 309
15 235 41 62 262
16 22 220 81 263
17 309 80 100 494
18 939 368 89 174
19 94 818 27 315
20 290 343 89 133
21 326 93 22 174
22 805 458 61 249
23 292 46 57 39
24 606 810 3 261
25 507 104 59 314
26 478 192 94 56
27 193 815 66 142
28 186 236 71 322
29 414 594 23 266
30 515 1 83 484
31 987 538 79 315
32 574 296 46 179
33 618 513 8 386
34 664 65 52 287
35 331 306 52 193
36 760 657 19 473
37 752 565 66 79
38 467 396 21 74
39 963 73 18 23
40 559 471 34 428
41 530 37 89 480
42 663 723 84 54
43 852 201 21 206
44 959 618 28 43
45 795 827 71 210
46 620 783 78 350
47 717 194 24 475
48 431 335 80 183
49 707 448 60 231
50 752 390 69 411
51 106 512 23 239
52 399 858 83 140
53 429 866 18 455
54 607 393 65 287
55 292 166 30 399
56 216 822 14 18
57 203 231 30 49
58 897 407 23 202
59 433 209 54 2
60 378 580 44 77
61 36 998 11 473
62 715 753 78 86
63 544 499 47 157
64 440 251 69 158
65 947 545 39 89
66 993 53 68 162
67 409 392 80 302
68 264 839 53 497
69 258 871 8 70
70 584 902 35 437
71 37 800 68 348
72 76 592 6 49
73 383 974 49 229
74 351 168 50 2
75 535 729 30 345
76 101 571 30 293
77 727 816 17 207
78 676 271 30 115
79 315 116 63 350
80 874 614 72 102
81 13 867 39 191
82 668 423 15 118
83 611 284 44 119
84 262 222 66 451
85 155 846 88 100
86 124 544 40 155
87 998 553 99 45
88 488 733 55 47
89 527 839 25 304
90 902 414 1 207
91 569 3 48 330
92 985 648 51 464
93 171 13 37 80
94 272 487 30 399
95 129 498 30 201
96 453 495 100 220
97 718 473 43 466
98 918 329 89 86
99 757 532 85 154
100 551 264 89 272
101 378 28 5 480
102 160 728 79 403
103 581 648 76 333
104 461 460 2 1
105 488 715 37 202
106 874 409 59 284
107 718 859 31 409
108 57 890 100 67
109 224 681 88 29
110 729 705 18 269
111 180 182 82 169
112 200 898 88 176
113 656 118 35 176
114 579 765 62 219
115 650 131 29 2
116 30 380 90 285
117 159 190 33 268
118 108 740 88 208
119 191 922 53 489
120 200 679 60 89
121 637 74 42 118
122 440 708 24 72
123 285 849 78 323
124 598 509 91 218
125 531 679 52 308
126 214 711 86 285
127 861 415 28 474
