nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 75 184 0 0
2 773 647 88 32
3 614 484 193 21
4 746 623 126 41
5 430 322 234 57
6 341 223 250 62
7 586 153 190 81
8 577 893 82 30
9 507 307 16 15
10 703 24 67 41
11 300 569 96 16
12 576 965 112 83
13 128 845 133 94
14 185 464 105 89
15 127 601 226 17
16 663 554 79 31
17 785 436 119 68
18 202 399 113 13
19 921 948 190 40
20 375 703 104 75
21 270 716 98 55
22 278 208 138 87
23 222 855 187 72
24 102 729 216 54
25 514 805 136 35
26 754 166 94 31
27 726 682 50 55
28 132 207 16 34
29 527 669 198 70
30 671 654 172 23
31 270 335 86 52
32 209 408 106 56
33 123 763 221 68
34 159 396 218 10
35 63 534 159 73
36 99 685 37 6
37 603 378 229 24
38 894 825 42 17
39 585 996 245 60
40 554 452 70 81
41 153 660 244 63
42 970 879 111 43
43 342 454 220 76
44 86 221 77 69
45 124 110 97 50
46 228 746 44 34
47 445 437 202 49
48 506 568 89 72
49 552 666 218 9
50 965 615 184 26
51 552 416 183 70
52 300 155 233 64
53 146 546 143 74
54 980 84 30 88
55 542 887 133 50
56 536 47 120 26
57 899 858 114 82
58 927 594 21 85
59 313 365 60 49
60 815 789 204 6
61 475 43 48 49
62 887 272 190 51
63 832 394 247 80
64 841 736 125 16
65 60 158 38 60
66 351 964 191 73
67 574 4 129 23
68 120 721 86 73
69 550 452 48 15
70 805 445 112 81
71 691 693 66 31
72 492 591 158 32
73 551 771 63 30
74 185 216 216 22
75 489 352 228 21
76 357 964 129 28
77 396 245 119 70
78 237 580 80 65
79 991 430 50 4
80 317 51 32 89
81 588 668 113 72
82 15 162 11 43
83 24 487 246 48
84 235 927 216 46
85 940 40 63 79
86 724 983 178 30
87 85 216 160 87
88 574 989 11 74
89 340 111 217 29
90 205 829 47 46
91 464 915 99 77
92 145 212 173 18
93 160 382 197 3
94 792 151 184 96
95 812 109 58 66
96 554 752 184 73
97 130 921 39 97
98 267 506 115 87
99 761 502 244 82
100 433 701 32 58
101 895 157 111 61
102 684 980 138 22
103 726 611 247 100
104 969 418 47 63
105 74 527 78 45
106 247 538 9 77
107 442 392 221 33
