nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 948 161 0 0
2 257 98 200 208
3 251 313 221 218
4 381 97 269 223
5 426 203 377 113
6 216 238 168 12
7 13 538 414 58
8 18 885 42 11
9 389 679 79 149
10 600 878 290 8
11 885 746 436 75
12 100 235 344 50
13 147 684 443 6
14 610 515 272 245
15 830 819 91 144
16 743 778 38 221
17 332 0 102 237
18 876 935 30 174
19 666 609 56 48
20 384 444 498 34
21 812 600 161 166
22 682 178 45 176
23 490 701 473 189
24 63 231 38 154
25 732 15 439 77
26 462 618 161 226
27 761 562 151 4
28 853 908 275 196
29 598 815 10 47
30 424 429 190 202
31 634 167 292 227
32 207 318 172 245
33 520 436 316 202
34 253 538 418 121
35 45 989 499 166
36 982 210 155 11
37 941 665 81 51
38 388 432 288 53
39 718 803 341 76
40 15 802 456 131
41 819 477 152 117
42 420 932 356 155
43 391 625 472 233
44 841 342 100 83
45 441 617 381 141
46 771 427 285 172
47 136 330 220 58
48 746 8 268 137
49 766 351 9 185
50 546 164 109 110
51 341 529 100 115
52 726 282 370 32
53 546 114 18 158
54 66 264 85 108
55 269 434 335 142
56 66 88 341 236
57 263 839 360 48
58 21 7 492 82
59 464 214 30 193
60 349 257 16 160
61 183 472 84 50
62 685 319 433 155
63 802 783 108 200
64 680 921 41 218
65 134 226 237 149
66 437 827 327 86
67 107 163 264 49
68 462 5 368 31
69 277 880 58 54
70 621 898 490 142
71 314 40 47 80
72 987 578 229 157
73 879 360 230 221
74 937 695 90 9
75 574 286 163 105
76 953 757 21 98
77 110 990 257 203
78 428 264 252 216
79 773 108 5 42
80 185 259 183 241
81 687 622 441 112
82 87 146 428 56
83 137 549 410 147
84 152 766 336 69
85 429 773 450 177
86 665 96 210 247
87 813 652 7 40
88 26 692 255 88
89 12 963 10 94
90 740 938 346 25
91 601 45 448 218
92 695 711 122 56
93 35 123 23 124
94 975 808 271 27
95 584 513 17 56
96 67 271 119 59
97 487 154 167 46
98 417 625 364 178
99 55 569 193 51
100 391 837 246 244
101 695 56 228 57
102 933 508 490 86
103 708 959 448 96
104 553 72 173 208
105 274 293 439 120
106 10 875 334 239
107 690 57 88 57
108 938 725 294 110
109 533 913 180 65
110 533 117 136 49
111 426 952 222 106
112 740 266 357 138
113 459 157 151 73
114 891 514 167 195
115 79 282 123 14
116 703 774 189 100
117 691 636 422 30
118 634 751 435 119
119 947 539 126 209
120 824 573 178 64
121 184 186 329 11
122 448 874 154 166
123 596 386 318 198
124 599 481 25 99
125 652 484 364 12
126 950 430 397 85
127 437 690 117 106
128 696 896 324 119
129 199 939 178 240
130 762 630 314 152
131 222 466 105 104
132 756 913 2 26
133 454 391 383 38
134 664 402 246 110
135 282 840 99 174
136 975 467 276 177
137 379 776 434 179
138 341 975 194 103
139 514 941 376 70
140 456 166 452 91
141 425 758 81 200
142 949 214 175 49
143 448 645 157 100
144 110 999 19 186
145 585 873 339 184
