nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 283 746 0 0
2 409 716 31 267
3 498 167 6 160
4 34 935 37 177
5 12 420 41 440
6 69 260 22 55
7 65 50 26 231
8 54 129 50 190
9 7 617 40 486
10 734 547 46 302
11 871 105 42 231
12 992 191 24 128
13 281 396 3 335
14 571 348 36 307
15 668 579 1 96
16 872 951 19 474
17 677 634 31 201
18 20 175 42 39
19 801 406 11 378
20 462 813 15 453
21 826 883 19 436
22 425 243 8 145
23 933 480 18 109
24 725 292 36 259
25 97 811 44 83
26 840 321 10 385
27 268 184 13 435
28 512 549 13 15
29 580 435 20 150
30 249 600 23 122
31 14 474 45 294
32 552 43 45 178
33 108 924 46 186
34 218 909 16 206
35 330 33 16 282
36 74 508 11 84
37 916 500 17 370
38 103 850 30 86
39 980 828 28 265
40 142 429 47 423
41 991 334 47 108
42 750 259 7 160
43 519 262 43 171
44 161 99 26 164
45 698 410 22 199
46 52 64 35 417
47 884 956 44 232
48 460 992 46 189
49 880 30 17 161
50 253 210 47 332
51 63 328 42 257
52 70 980 18 10
53 180 173 26 347
54 182 160 47 103
55 354 676 14 143
56 941 345 25 310
57 11 692 1 183
58 605 882 21 145
59 306 766 6 199
60 333 356 10 377
61 176 385 47 296
62 773 413 45 240
63 341 233 27 442
64 405 221 30 444
65 263 11 2 26
66 783 327 27 395
67 339 205 32 394
68 659 871 6 407
69 379 193 41 203
70 31 733 11 204
71 869 324 47 237
72 78 232 15 447
73 16 683 22 38
74 114 323 43 329
75 801 448 36 102
76 679 978 7 484
77 833 452 48 54
78 391 527 25 424
79 37 148 45 354
80 748 301 19 449
81 159 884 30 346
82 980 850 43 13
83 89 991 39 99
84 721 820 22 331
85 184 104 3 484
86 905 405 36 349
87 781 336 23 251
88 638 797 46 344
89 371 104 40 90
90 472 173 24 375
91 904 504 42 80
92 151 738 10 441
93 308 894 35 284
94 265 346 14 480
95 394 365 39 435
96 999 906 28 220
97 601 331 30 122
98 108 43 33 370
99 322 182 22 356
100 215 506 1 224
101 638 121 39 86
102 911 419 23 411
103 457 901 38 220
104 217 828 6 327
105 6 41 9 129
106 1 910 3 352
107 545 504 11 114
108 0 206 42 45
109 750 617 47 8
110 552 145 26 238
111 335 903 42 155
112 403 288 7 73
113 234 511 27 189
114 331 556 44 348
115 693 547 46 346
116 414 332 24 235
117 20 677 32 348
118 751 477 47 471
119 579 320 17 103
120 657 937 50 227
121 714 659 33 54
122 199 611 31 143
123 515 552 18 222
124 817 266 38 416
125 521 721 31 63
126 763 856 3 374
127 624 166 20 110
128 497 210 48 346
129 677 828 50 92
130 766 723 45 46
131 727 532 37 320
132 407 747 30 220
133 210 510 17 128
134 576 789 43 85
135 831 234 30 44
136 78 897 14 313
137 245 629 47 94
138 508 112 5 264
139 181 678 17 494
140 378 703 30 248
141 399 141 9 332
142 911 376 23 478
143 659 408 43 271
144 586 337 25 443
145 589 705 14 219
146 412 668 38 2
147 237 819 39 119
148 416 447 24 57
149 329 344 46 116
150 588 512 42 476
151 930 18 9 305
152 409 175 40 107
153 648 270 48 446
154 640 829 21 416
155 948 18 42 402
156 884 699 15 200
157 512 796 35 488
158 427 171 29 378
159 556 366 10 203
160 860 145 20 323
161 423 272 23 159
162 814 660 26 163
163 91 582 27 249
164 460 773 22 22
165 278 400 16 213
166 285 209 49 226
167 419 47 19 340
168 736 67 33 266
169 317 376 36 55
170 248 617 33 77
171 747 133 8 48
172 316 259 28 392
173 281 96 35 8
174 782 189 19 144
175 462 643 12 440
176 687 885 18 186
177 267 853 48 493
178 897 711 49 226
179 435 709 44 272
180 484 65 50 161
181 110 121 34 300
182 274 529 37 352
183 168 363 40 71
184 948 837 19 425
185 91 196 27 1
186 454 838 3 284
187 681 123 48 332
188 449 962 25 434
189 571 232 39 296
190 152 33 27 400
191 227 839 37 246
192 270 846 35 37
193 692 167 39 285
194 909 479 12 184
195 229 745 6 361
196 544 339 44 391
197 867 171 11 230
198 220 387 42 300
199 886 168 2 62
200 577 977 26 128
201 716 383 13 280
202 168 398 11 462
203 506 617 11 438
204 360 429 46 301
205 201 864 35 324
206 462 780 50 171
207 55 84 20 284
208 627 99 7 160
209 604 536 21 469
210 578 833 43 476
211 634 475 31 186
212 524 501 17 193
213 998 744 18 460
214 240 884 44 419
215 264 817 22 271
216 213 980 49 436
217 201 381 50 309
218 378 59 47 12
219 351 91 48 144
220 489 552 12 182
221 307 303 18 363
222 685 363 5 37
223 388 312 49 411
224 814 344 46 419
225 200 745 31 390
226 177 834 44 264
227 220 701 25 112
228 687 570 6 194
229 797 280 22 300
230 454 61 13 445
231 97 19 20 11
232 393 650 30 472
233 753 772 21 128
234 62 104 35 121
235 215 551 24 147
236 8 874 2 91
237 206 693 11 6
238 589 946 29 359
239 357 404 19 26
240 290 910 27 351
241 149 819 15 23
242 96 721 14 341
243 872 784 34 70
244 291 21 35 57
245 416 97 21 499
246 82 865 1 142
247 116 476 11 232
248 516 869 15 31
249 600 578 12 300
250 325 167 1 187
251 481 334 48 305
252 41 39 27 158
253 27 631 12 107
254 986 737 17 282
255 387 628 32 293
256 647 536 33 398
257 800 743 15 246
258 257 672 38 301
259 879 548 17 272
260 694 295 7 239
261 645 128 22 210
262 161 113 31 482
263 956 29 43 345
264 983 556 13 356
265 959 308 44 15
266 75 440 42 441
267 994 117 21 170
268 831 374 49 185
269 100 817 26 467
270 111 487 16 259
271 798 758 9 98
272 375 598 6 426
273 501 632 46 394
274 622 733 28 362
275 532 316 17 286
276 28 177 1 139
277 445 189 47 333
278 642 401 22 140
279 570 625 27 336
280 310 529 47 173
281 286 385 3 241
282 321 632 13 373
283 854 153 12 63
284 6 306 7 38
285 322 117 31 375
286 793 120 48 140
287 227 168 22 304
288 70 81 17 167
289 152 693 49 494
290 814 684 31 417
291 9 842 29 481
292 213 806 7 126
293 384 856 15 379
294 560 954 17 341
295 833 222 14 315
296 484 471 13 416
297 959 157 5 478
298 104 814 41 169
299 310 462 42 49
300 472 633 0 0
endpoint1 endpoint2 weight
1 2 130
1 3 618
1 4 313
1 5 424
1 6 532
1 7 730
1 8 659
1 9 305
1 10 493
1 11 870
1 12 901
1 13 351
1 14 492
1 15 420
1 16 624
1 17 410
1 18 629
1 19 620
1 20 192
1 21 561
1 22 523
1 23 703
1 24 634
1 25 198
1 26 701
1 27 563
1 28 303
1 29 431
1 30 150
1 31 383
1 32 753
1 33 250
1 34 176
1 35 715
1 36 317
1 37 680
1 38 208
1 39 702
1 40 347
1 41 820
1 42 675
1 43 539
1 44 659
1 45 534
1 46 721
1 47 637
1 48 304
1 49 933
1 50 537
1 51 473
1 52 317
1 53 583
1 54 595
1 55 100
1 56 771
1 57 278
1 58 350
1 59 31
1 60 394
1 61 377
1 62 593
1 63 517
1 64 539
1 65 736
1 66 653
1 67 544
1 68 397
1 69 562
1 70 253
1 71 723
1 72 554
1 73 275
1 74 456
1 75 598
1 76 459
1 77 624
1 78 245
1 79 647
1 80 644
1 81 186
1 82 705
1 83 313
1 84 445
1 85 650
1 86 710
1 87 646
1 88 359
1 89 649
1 90 604
1 91 667
1 92 133
1 93 151
1 94 401
1 95 397
1 96 734
1 97 523
1 98 725
1 99 566
1 100 250
1 101 719
1 102 709
1 103 234
1 104 106
1 105 758
1 106 327
1 107 357
1 108 610
1 109 485
1 110 659
1 111 166
1 112 474
1 113 241
1 114 196
1 115 456
1 116 435
1 117 272
1 118 540
1 119 519
1 120 420
1 121 440
1 122 159
1 123 303
1 124 719
1 125 240
1 126 493
1 127 673
1 128 578
1 129 403
1 130 484
1 131 493
1 132 125
1 133 248
1 134 297
1 135 750
1 136 255
1 137 124
1 138 673
1 139 123
1 140 105
1 141 617
1 142 729
1 143 506
1 144 510
1 145 309
1 146 151
1 147 87
1 148 328
1 149 405
1 150 385
1 151 974
1 152 585
1 153 600
1 154 367
1 155 987
1 156 603
1 157 235
1 158 593
1 159 468
1 160 834
1 161 495
1 162 538
1 163 253
1 164 180
1 165 347
1 166 538
1 167 713
1 168 817
1 169 372
1 170 134
1 171 769
1 172 489
1 173 651
1 174 748
1 175 207
1 176 428
1 177 109
1 178 615
1 179 157
1 180 711
1 181 649
1 182 218
1 183 400
1 184 672
1 185 583
1 186 195
1 187 740
1 188 273
1 189 590
1 190 725
1 191 109
1 192 101
1 193 709
1 194 681
1 195 55
1 196 484
1 197 820
1 198 365
1 199 836
1 200 374
1 201 566
1 202 367
1 203 258
1 204 327
1 205 144
1 206 183
1 207 701
1 208 733
1 209 384
1 210 308
1 211 444
1 212 344
1 213 716
1 214 145
1 215 74
1 216 245
1 217 375
1 218 694
1 219 659
1 220 283
1 221 444
1 222 556
1 223 447
1 224 667
1 225 84
1 226 138
1 227 78
1 228 441
1 229 694
1 230 707
1 231 751
1 232 146
1 233 471
1 234 679
1 235 207
1 236 304
1 237 94
1 238 366
1 239 350
1 240 165
1 241 153
1 242 189
1 243 591
1 244 726
1 245 663
1 246 234
1 247 318
1 248 264
1 249 359
1 250 581
1 251 458
1 252 748
1 253 281
1 254 704
1 255 158
1 256 421
1 257 518
1 258 79
1 259 629
1 260 611
1 261 717
1 262 645
1 263 984
1 264 726
1 265 806
1 266 370
1 267 950
1 268 663
1 269 197
1 270 311
1 271 516
1 272 175
1 273 247
1 274 340
1 275 497
1 276 624
1 277 581
1 278 498
1 279 312
1 280 219
1 281 362
1 282 121
1 283 824
1 284 520
1 285 631
1 286 808
1 287 581
1 288 699
1 289 142
1 290 535
1 291 291
1 292 93
1 293 150
1 294 347
1 295 760
1 296 341
1 297 897
1 298 192
1 299 286
1 300 221
2 1 130
2 3 557
2 4 435
2 5 496
2 6 569
2 7 750
2 8 686
2 9 415
2 10 367
2 11 767
2 12 785
2 13 345
2 14 403
2 15 294
2 16 520
2 17 281
2 18 667
2 19 500
2 20 111
2 21 450
2 22 474
2 23 575
2 24 529
2 25 327
2 26 585
2 27 551
2 28 197
2 29 329
2 30 198
2 31 464
2 32 689
2 33 366
2 34 272
2 35 688
2 36 395
2 37 552
2 38 335
2 39 582
2 40 392
2 41 697
2 42 571
2 43 468
2 44 665
2 45 421
2 46 744
2 47 533
2 48 281
2 49 833
2 50 530
2 51 520
2 52 430
2 53 590
2 54 601
2 55 69
2 56 649
2 57 399
2 58 257
2 59 115
2 60 368
2 61 405
2 62 474
2 63 488
2 64 496
2 65 720
2 66 540
2 67 516
2 68 295
2 69 524
2 70 379
2 71 605
2 72 587
2 73 395
2 74 492
2 75 475
2 76 377
2 77 500
2 78 190
2 79 679
2 80 536
2 81 302
2 82 587
2 83 422
2 84 329
2 85 653
2 86 586
2 87 532
2 88 243
2 89 614
2 90 547
2 91 539
2 92 259
2 93 205
2 94 398
2 95 352
2 96 620
2 97 431
2 98 738
2 99 542
2 100 286
2 101 638
2 102 584
2 103 192
2 104 223
2 105 787
2 106 452
2 107 252
2 108 654
2 109 356
2 110 589
2 111 202
2 112 429
2 113 270
2 114 178
2 115 331
2 116 385
2 117 391
2 118 418
2 119 431
2 120 333
2 121 311
2 122 235
2 123 196
2 124 608
2 125 113
2 126 381
2 127 591
2 128 514
2 129 291
2 130 358
2 131 368
2 132 32
2 133 287
2 134 183
2 135 641
2 136 378
2 137 186
2 138 613
2 139 232
2 140 34
2 141 576
2 142 607
2 143 397
2 144 419
2 145 181
2 146 49
2 147 201
2 148 270
2 149 381
2 150 272
2 151 872
2 152 541
2 153 507
2 154 258
2 155 882
2 156 476
2 157 131
2 158 546
2 159 380
2 160 728
2 161 445
2 162 409
2 163 346
2 164 77
2 165 343
2 166 522
2 167 670
2 168 727
2 169 353
2 170 190
2 171 674
2 172 467
2 173 634
2 174 646
2 175 91
2 176 326
2 177 198
2 178 489
2 179 27
2 180 656
2 181 666
2 182 231
2 183 428
2 184 553
2 185 610
2 186 131
2 187 653
2 188 250
2 189 511
2 190 730
2 191 220
2 192 191
2 193 618
2 194 554
2 195 183
2 196 401
2 197 712
2 198 380
2 199 727
2 200 311
2 201 453
2 202 400
2 203 139
2 204 292
2 205 256
2 206 84
2 207 725
2 208 655
2 209 266
2 210 206
2 211 330
2 212 244
2 213 590
2 214 239
2 215 177
2 216 329
2 217 395
2 218 658
2 219 628
2 220 183
2 221 426
2 222 449
2 223 405
2 224 550
2 225 212
2 226 261
2 227 190
2 228 315
2 229 584
2 230 657
2 231 764
2 232 68
2 233 349
2 234 704
2 235 255
2 236 432
2 237 205
2 238 293
2 239 317
2 240 228
2 241 280
2 242 314
2 243 468
2 244 705
2 245 620
2 246 360
2 247 379
2 248 187
2 249 236
2 250 556
2 251 389
2 252 771
2 253 392
2 254 578
2 255 91
2 256 299
2 257 392
2 258 159
2 259 500
2 260 509
2 261 634
2 262 653
2 263 879
2 264 596
2 265 685
2 266 434
2 267 838
2 268 544
2 269 326
2 270 376
2 271 392
2 272 123
2 273 125
2 274 214
2 275 419
2 276 661
2 277 529
2 278 392
2 279 185
2 280 212
2 281 354
2 282 122
2 283 718
2 284 575
2 285 606
2 286 709
2 287 578
2 288 720
2 289 259
2 290 407
2 291 420
2 292 216
2 293 143
2 294 282
2 295 652
2 296 257
2 297 785
2 298 321
2 299 273
2 300 105
3 1 618
3 2 557
3 4 898
3 5 548
3 6 439
3 7 449
3 8 446
3 9 667
3 10 448
3 11 379
3 12 495
3 13 316
3 14 196
3 15 446
3 16 869
3 17 501
3 18 479
3 19 386
3 20 648
3 21 788
3 22 106
3 23 536
3 24 260
3 25 759
3 26 376
3 27 231
3 28 383
3 29 281
3 30 500
3 31 574
3 32 136
3 33 852
3 34 794
3 35 215
3 36 545
3 37 535
3 38 789
3 39 819
3 40 443
3 41 521
3 42 269
3 43 98
3 44 344
3 45 315
3 46 458
3 47 879
3 48 826
3 49 406
3 50 249
3 51 464
3 52 919
3 53 319
3 54 317
3 55 529
3 56 478
3 57 717
3 58 723
3 59 630
3 60 251
3 61 389
3 62 369
3 63 171
3 64 108
3 65 283
3 66 327
3 67 164
3 68 723
3 69 122
3 70 734
3 71 403
3 72 425
3 73 707
3 74 415
3 75 414
3 76 831
3 77 440
3 78 376
3 79 462
3 80 284
3 81 794
3 82 836
3 83 920
3 84 691
3 85 321
3 86 472
3 87 330
3 88 646
3 89 142
3 90 27
3 91 528
3 92 669
3 93 752
3 94 294
3 95 224
3 96 893
3 97 194
3 98 410
3 99 177
3 100 442
3 101 148
3 102 484
3 103 736
3 104 719
3 105 508
3 106 894
3 107 341
3 108 500
3 109 516
3 110 59
3 111 754
3 112 154
3 113 434
3 114 424
3 115 428
3 116 186
3 117 699
3 118 401
3 119 174
3 120 787
3 121 538
3 122 536
3 123 386
3 124 335
3 125 555
3 126 739
3 127 127
3 128 44
3 129 685
3 130 618
3 131 431
3 132 588
3 133 448
3 134 627
3 135 340
3 136 843
3 137 527
3 138 56
3 139 602
3 140 550
3 141 103
3 142 463
3 143 290
3 144 192
3 145 546
3 146 509
3 147 703
3 148 292
3 149 245
3 150 357
3 151 457
3 152 90
3 153 182
