nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 422 402 0 0
2 821 854 5 54
3 97 544 8 62
4 628 279 4 10
5 381 321 1 30
6 790 97 6 54
7 920 301 6 92
8 874 846 7 10
9 871 860 6 13
10 466 765 8 26
11 627 693 7 43
12 301 172 9 12
13 35 449 3 92
14 633 681 5 35
15 982 837 5 70
16 12 756 10 76
17 591 185 5 34
18 962 688 2 34
19 730 591 6 37
20 319 463 3 88
21 264 109 8 8
22 560 536 1 43
23 411 786 2 60
24 734 634 3 59
25 646 200 4 72
26 400 625 4 20
27 894 701 6 12
28 798 929 3 20
29 502 431 5 78
30 610 836 4 51
31 620 623 9 93
32 592 211 7 55
33 160 555 7 60
34 251 242 8 22
35 498 570 6 83
36 57 114 9 13
37 679 970 2 1
38 650 442 8 93
39 756 385 2 12
40 77 755 3 35
41 937 829 5 86
42 380 831 7 52
43 882 530 9 89
44 760 384 1 55
45 961 723 8 25
46 572 581 6 68
47 698 164 7 84
48 792 858 2 43
49 71 395 3 62
50 101 569 6 90
51 965 158 6 76
52 35 997 4 37
53 128 686 9 13
54 439 237 2 92
55 423 868 4 84
56 344 360 7 10
57 697 76 2 85
58 544 579 1 22
59 607 304 5 32
60 315 568 7 43
61 379 887 6 82
62 502 77 2 24
63 404 646 5 84
64 936 475 9 59
65 42 389 7 86
66 397 7 8 92
67 547 432 2 53
68 4 28 8 42
69 118 796 6 61
70 617 893 3 89
71 664 961 5 11
72 606 714 1 18
73 37 150 5 11
74 293 644 9 20
75 806 609 4 15
76 565 186 4 49
77 848 419 8 27
78 263 252 5 64
79 65 551 10 43
80 728 459 4 58
81 940 125 8 21
82 467 488 9 41
83 557 823 6 77
84 868 28 2 91
85 619 485 7 67
86 273 636 1 33
87 446 879 7 81
88 350 835 10 24
89 29 643 4 41
90 832 188 5 37
91 604 749 7 60
92 374 805 8 55
93 168 989 6 62
94 57 585 10 48
95 541 137 6 44
96 45 481 5 83
97 614 512 6 54
98 969 172 6 41
99 687 189 2 9
100 552 659 1 70
101 674 825 5 14
102 295 472 3 4
103 57 645 4 4
104 660 86 9 37
105 640 492 4 73
106 274 597 4 51
107 241 0 4 11
108 402 761 7 69
109 990 811 4 26
110 346 531 6 79
111 949 391 1 73
112 12 563 3 37
113 255 334 6 88
114 87 943 9 7
115 523 991 7 12
116 602 550 8 23
117 817 249 5 82
118 374 226 8 70
119 894 386 6 56
120 312 886 7 81
121 878 939 10 32
122 483 471 1 15
123 291 237 4 39
124 584 281 4 69
125 49 931 7 51
126 164 350 7 37
127 322 177 3 59
128 913 930 5 100
129 863 353 9 54
130 873 738 6 47
131 344 827 5 86
132 640 513 9 41
133 76 367 7 99
134 739 322 10 52
135 753 404 6 68
136 560 984 3 86
137 695 396 9 15
138 807 986 2 44
139 985 392 4 35
140 620 34 2 70
141 323 784 8 58
142 736 997 8 60
143 313 2 9 83
144 927 176 10 67
145 355 152 6 17
146 267 699 3 52
147 331 907 2 33
148 565 759 2 69
149 274 304 1 1
150 433 380 2 37
151 708 994 9 56
152 364 755 4 19
153 742 171 3 25
154 742 727 5 28
155 563 362 2 26
156 114 238 9 1
157 498 850 6 6
158 588 812 10 56
159 852 867 8 71
160 340 207 4 75
161 20 959 10 86
162 259 703 6 93
163 867 824 10 69
164 463 493 3 53
165 480 896 2 85
166 873 541 1 90
167 242 589 2 66
168 296 984 10 14
169 761 38 2 74
170 712 676 1 53
171 752 826 10 89
172 267 603 3 87
173 28 207 7 65
174 415 881 2 34
175 74 107 7 15
176 440 446 9 78
177 67 51 2 86
178 150 286 1 73
179 227 965 5 83
180 131 60 5 28
181 861 5 9 65
182 601 456 7 63
183 946 897 10 28
184 792 59 6 72
185 288 504 2 69
186 88 392 6 53
187 682 355 9 81
188 995 63 9 55
189 562 762 5 32
190 944 988 1 83
191 870 736 8 1
192 435 289 1 49
193 140 585 6 83
194 575 367 1 92
195 550 706 5 46
196 427 763 9 36
197 63 380 2 87
198 571 362 8 92
199 278 364 5 25
200 421 918 5 68
201 220 509 5 90
