nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 560 236 0 0
2 114 230 19 1
3 531 62 170 38
4 466 255 223 23
5 708 149 235 9
6 357 928 89 17
7 870 951 47 41
8 897 738 34 43
9 864 72 223 31
10 330 759 48 5
11 896 67 191 40
12 956 618 235 37
13 750 424 38 11
14 473 94 227 31
15 699 625 153 19
16 243 259 16 43
17 213 709 204 34
18 842 96 43 23
19 123 308 21 18
20 351 831 147 8
21 809 61 176 37
22 760 679 174 24
23 12 657 27 7
24 770 229 117 2
25 82 100 190 14
26 340 978 106 32
27 168 296 156 42
28 596 270 168 45
29 72 422 104 45
30 716 772 125 7
31 399 312 15 40
32 31 964 51 20
33 373 873 26 45
34 60 497 193 46
35 181 763 62 41
36 328 342 153 39
37 824 440 28 29
38 22 189 163 6
39 450 144 237 31
40 418 532 7 26
41 244 110 146 14
42 862 764 9 1
43 759 811 155 27
44 386 831 197 9
45 585 103 173 24
46 603 336 117 37
47 415 635 63 19
48 300 788 6 40
49 508 712 213 50
50 637 42 236 27
51 475 966 93 40
52 384 652 215 20
53 758 758 20 27
54 841 208 127 9
55 902 611 109 34
56 740 499 136 5
57 721 955 97 45
58 615 480 157 2
59 766 2 71 4
60 312 703 112 43
61 105 915 27 30
62 39 872 31 41
63 902 339 98 36
64 12 763 131 10
65 51 2 86 18
66 157 878 186 28
67 968 541 59 3
68 530 78 149 29
69 652 723 231 27
70 287 906 187 40
71 334 379 10 22
72 405 408 94 7
73 334 373 216 2
74 240 452 210 38
75 375 552 205 23
76 155 832 232 33
77 820 546 2 12
78 56 74 126 49
79 885 420 150 8
80 837 288 10 37
81 422 994 75 48
82 519 742 116 33
83 888 49 50 16
84 821 892 63 30
85 773 108 242 49
86 798 459 221 2
87 487 556 173 14
88 867 174 210 40
89 929 108 18 19
90 626 656 230 24
91 12 134 91 11
92 840 184 157 44
93 680 896 75 34
94 259 918 144 24
95 316 448 241 3
96 558 739 162 15
97 795 77 52 27
98 481 683 49 1
99 479 302 142 12
100 927 604 233 33
101 762 77 212 3
102 63 602 236 34
103 633 283 119 45
104 776 914 226 36
105 743 754 113 5
106 922 755 61 5
107 888 762 17 17
108 292 569 248 41
109 658 903 100 41
110 839 327 166 42
111 351 397 146 27
112 66 146 6 47
113 475 899 205 5
114 181 306 150 46
115 202 108 18 34
116 910 316 81 29
117 186 973 38 16
118 918 171 215 6
119 608 694 11 42
120 438 351 143 25
121 449 360 246 4
122 459 689 132 14
123 123 751 22 31
124 258 133 57 24
125 654 97 224 22
126 460 357 165 19
127 847 878 151 21
128 856 322 167 5
129 778 37 77 18
130 628 332 53 46
131 498 890 3 33
132 648 36 174 41
133 863 567 50 40
134 207 824 48 10
135 613 645 31 41
136 175 62 137 28
137 358 986 246 18
138 752 833 242 19
139 737 362 248 48
140 318 743 92 23
141 812 779 121 7
142 453 659 191 23
143 657 309 29 10
144 333 435 80 7
145 346 313 229 32
146 767 844 152 32
147 203 768 116 27
148 880 418 22 15
149 335 440 19 19
150 242 948 225 1
151 437 770 111 13
152 363 147 29 8
153 756 467 230 22
154 980 846 77 29
155 181 299 21 18
156 589 993 152 43
157 430 394 26 44
158 4 87 116 6
159 703 337 5 45
160 875 50 112 36
161 650 994 178 15
162 246 205 67 43
163 762 479 144 40
164 624 449 207 12
165 271 218 110 33
166 750 708 164 21
167 988 465 97 42
168 208 745 30 26
169 932 188 165 6
170 943 113 7 35
171 839 884 24 10
172 459 269 30 1
173 279 463 55 45
174 709 982 57 12
175 153 936 191 20
176 32 803 247 20
177 282 631 237 15
178 361 45 114 30
179 462 985 104 20
180 846 733 143 13
181 203 948 205 6
182 793 544 35 1
183 413 1 100 15
184 641 345 229 14
185 542 584 170 37
186 811 733 51 45
187 468 270 198 30
188 3 747 48 2
189 85 64 76 4
190 730 238 15 18
191 0 114 225 11
192 394 282 87 11
193 97 755 175 2
194 679 559 90 30
195 92 878 121 34
196 644 647 93 27
197 826 438 140 29
198 191 240 228 41
199 791 832 43 8
200 937 685 0 0
endpoint1 endpoint2 weight
1 2 447
1 3 177
1 4 96
1 5 172
1 6 722
1 7 780
1 8 605
1 9 346
1 10 572
1 11 377
1 12 551
1 13 268
1 14 167
1 15 414
1 16 318
1 17 587
1 18 315
1 19 443
1 20 631
1 21 305
1 22 487
1 23 692
1 24 211
1 25 497
1 26 774
1 27 397
1 28 50
1 29 523
1 30 559
1 31 179
1 32 900
1 33 664
1 34 565
