nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 36 489 0 0
2 394 873 48 39
3 543 244 45 187
4 692 450 44 78
5 991 37 29 72
6 887 337 1 128
7 112 886 41 17
8 432 231 9 84
9 672 909 5 108
10 532 517 42 9
11 615 418 19 175
12 419 185 6 122
13 270 17 19 52
14 604 512 5 26
15 789 792 48 82
16 327 177 18 112
17 281 73 47 115
18 402 824 50 91
19 669 95 4 95
20 275 660 20 132
21 484 514 18 172
22 997 948 10 109
23 400 782 38 18
24 179 425 44 95
25 691 63 27 88
26 942 658 5 96
27 482 713 14 211
28 843 104 17 184
29 730 799 14 174
30 968 519 9 111
31 591 647 5 127
32 48 873 24 151
33 720 451 43 223
34 49 389 43 246
35 898 676 19 112
36 401 734 30 187
37 191 751 33 239
38 682 943 47 73
39 533 214 8 190
40 368 224 19 84
41 277 663 29 223
42 882 111 31 94
43 376 77 35 248
44 567 107 28 148
45 876 536 23 236
46 978 468 11 129
47 535 379 14 184
48 693 256 32 57
49 830 94 9 224
50 997 80 4 177
51 771 399 38 133
52 814 314 15 72
53 150 496 21 111
54 257 35 44 80
55 62 626 3 14
56 259 340 16 31
57 289 493 37 46
58 803 17 27 123
59 570 723 45 4
60 476 798 21 19
61 611 807 41 233
62 618 146 48 55
63 186 311 18 29
64 754 368 13 26
65 758 104 2 116
66 448 529 5 41
67 503 262 49 19
68 195 5 13 221
69 110 452 30 108
70 392 173 3 134
71 430 651 22 168
72 865 719 16 210
73 144 20 13 242
74 89 66 32 210
75 743 565 45 204
76 864 354 28 86
77 372 483 36 125
78 853 558 42 204
79 146 607 3 204
80 926 904 31 7
81 711 726 21 237
82 785 566 49 169
83 340 980 6 11
84 923 451 42 237
85 433 315 21 144
86 976 863 20 92
87 966 193 13 135
88 935 462 1 227
89 565 376 29 132
90 528 661 36 223
91 941 745 36 164
92 15 666 10 123
93 580 868 40 3
94 576 726 26 145
95 828 503 6 9
96 983 539 3 127
97 581 120 45 151
98 458 922 47 102
99 101 381 14 240
100 725 886 40 234
101 697 701 35 161
102 101 15 25 147
103 246 388 48 125
104 830 163 24 126
105 116 710 8 161
106 824 58 48 45
107 455 840 24 110
108 76 387 18 66
109 60 652 12 95
110 114 240 10 170
111 155 449 3 212
112 780 737 48 200
113 569 238 14 146
114 11 22 3 227
115 971 736 36 93
