nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 988 85 0 0
2 735 215 138 2
3 195 292 107 4
4 454 871 107 10
5 554 556 74 8
6 926 332 6 6
7 325 102 242 9
8 581 6 36 5
9 466 892 224 10
10 305 984 198 1
11 126 294 45 5
12 262 5 192 3
13 270 672 107 8
14 325 701 121 3
15 496 393 115 7
16 403 837 1 7
17 478 138 145 8
18 52 25 240 3
19 783 507 153 9
20 248 689 32 7
21 63 174 196 10
22 21 740 14 9
23 629 602 120 1
24 98 95 93 3
25 494 403 210 1
26 79 620 135 7
27 49 694 117 6
28 978 319 111 3
29 366 303 186 2
30 372 214 215 10
31 696 128 220 5
32 51 526 118 7
33 618 456 204 8
34 551 401 69 6
35 963 151 56 1
36 90 378 184 3
37 326 463 240 8
38 118 307 142 9
39 417 568 98 6
40 402 911 53 10
41 971 482 126 7
42 884 20 16 2
43 528 862 13 6
44 691 894 66 8
45 517 63 209 2
46 108 213 99 9
47 191 512 198 7
48 739 810 145 1
49 968 642 176 3
50 563 931 7 3
51 793 6 165 2
52 661 471 37 4
53 469 131 239 10
54 778 887 114 9
55 699 533 116 6
56 150 670 98 1
57 15 386 205 3
58 42 543 85 7
59 248 733 90 10
60 789 765 16 9
61 148 249 32 6
62 330 692 79 9
63 761 421 34 5
64 854 81 232 9
65 63 417 139 8
66 364 209 143 4
67 423 25 131 10
68 680 245 59 10
69 156 811 209 5
70 484 855 160 4
71 344 634 190 7
72 877 711 167 6
73 21 919 221 3
74 254 621 212 10
75 4 395 2 9
76 739 153 108 5
77 644 69 45 8
78 197 758 216 10
79 843 51 112 7
80 191 906 139 1
81 468 556 36 3
82 115 244 156 6
83 933 148 62 4
84 841 90 137 3
85 959 325 238 6
86 297 303 196 10
87 959 527 154 4
88 14 332 25 4
89 446 620 66 9
90 306 803 36 10
91 367 45 19 5
92 308 11 156 5
93 466 505 33 1
94 121 309 95 4
95 556 313 169 5
96 568 376 246 6
97 869 35 217 1
98 972 802 222 1
99 183 813 217 10
100 244 494 3 4
101 138 894 6 10
102 149 450 85 1
103 421 163 14 2
104 134 219 135 1
105 135 440 152 10
106 22 502 100 10
107 837 682 16 6
108 866 304 187 8
109 187 339 228 1
110 965 95 44 7
111 652 885 217 1
112 824 873 202 3
113 921 148 42 5
114 28 456 165 8
115 962 624 235 7
116 951 452 63 2
117 518 100 217 10
118 254 939 102 2
119 616 389 63 8
120 511 751 12 4
121 829 533 109 4
122 606 667 235 5
123 568 824 219 1
124 323 755 24 6
125 163 640 53 9
126 203 168 194 9
127 526 379 60 8
128 41 799 54 1
129 527 421 124 8
130 255 841 210 8
131 46 206 237 4
132 646 564 51 3
133 307 900 225 5
134 856 275 136 7
135 289 367 194 7
136 26 471 250 3
137 252 984 110 7
138 490 820 29 10
139 160 165 7 4
140 928 324 228 10
141 157 483 73 3
142 492 683 180 2
143 214 885 20 3
144 482 741 84 4
145 307 738 53 5
146 935 353 103 9
147 296 581 120 6
148 269 955 93 5
149 481 125 112 8
150 230 123 233 5
151 844 609 226 5
152 946 449 209 8
153 593 436 171 9
154 621 754 219 7
155 953 901 243 6
156 430 110 88 5
157 736 274 71 8
158 146 950 48 2
159 159 980 102 1
160 692 466 85 4
161 70 979 25 10
162 171 367 192 6
163 560 441 147 4
164 322 41 90 8
165 918 553 113 3
166 516 115 62 9
167 514 462 157 3
168 916 107 128 9
169 250 537 211 6
170 213 203 105 3
171 791 995 144 5
172 666 527 17 4
173 269 812 164 6
174 830 781 155 5
175 144 874 46 2
176 599 215 169 2
177 853 771 233 10
178 582 413 168 9
179 564 256 246 9
180 454 834 238 10
181 161 971 181 1
182 949 675 48 9
183 785 865 23 7
184 135 36 117 4
185 755 700 123 4
186 591 898 186 8
187 696 257 220 5
188 777 317 81 3
189 421 607 220 7
190 98 566 147 8
191 481 698 30 5
192 781 334 39 2
193 821 715 27 8
194 747 385 242 4
195 971 554 167 1
196 219 133 83 9
197 877 521 232 3
198 160 662 240 4
199 738 295 9 6
200 50 845 89 3
201 996 642 31 5
202 743 692 100 10
203 899 873 181 2
204 9 673 132 10
205 480 108 221 9
206 591 962 17 10
207 158 372 195 8
208 296 979 114 3
209 439 396 215 7
210 716 410 196 3
211 302 287 140 9
212 895 179 182 1
213 808 56 113 3
214 193 899 226 1
215 351 244 128 5
216 96 347 206 1
217 886 192 191 7
218 391 137 10 1
219 65 753 41 4
220 162 545 20 1
221 861 753 124 9
222 859 371 112 8
223 477 156 148 7
224 350 916 141 4
225 904 418 136 6
226 679 206 197 5
227 705 574 216 10
228 737 866 247 10
229 982 930 2 4
230 765 334 51 1
231 526 213 138 8
232 33 764 241 10
233 405 777 14 3
234 254 470 50 6
235 530 416 96 2
236 16 743 18 1
237 170 875 60 10
238 114 647 138 9
239 383 816 58 10
240 916 639 22 5
241 234 595 216 8
242 197 291 171 3
243 169 934 49 7
244 157 152 213 10
245 217 274 93 5
246 838 743 133 2
247 488 223 74 5
248 860 893 12 9
249 352 114 77 1
250 364 882 95 4
251 530 732 84 2
252 977 700 94 5
253 959 91 93 4
254 700 695 53 3
255 259 616 213 5
256 686 845 47 10
257 211 884 144 8
258 137 732 165 3
259 818 294 236 7
260 236 387 94 10
261 569 426 93 8
262 131 409 12 6
263 2 991 53 3
264 302 354 206 1
265 105 18 185 10
266 589 987 107 9
267 102 566 14 10
268 40 62 115 6
269 10 740 135 8
270 109 269 108 8
271 708 795 94 7
272 467 271 127 7
273 31 604 76 3
274 355 850 31 3
275 250 944 19 7
276 237 819 93 3
277 370 720 54 4
278 228 724 230 6
279 63 883 228 6
280 79 520 189 2
281 901 668 87 5
282 508 356 32 10
283 586 548 96 7
284 770 596 58 1
285 640 879 166 7
286 218 348 78 9
287 26 685 23 6
288 971 58 97 8
289 641 326 199 8
290 260 891 113 9
291 270 849 206 5
292 63 993 134 9
293 922 643 160 5
294 717 985 217 7
295 526 148 2 5
296 858 780 150 9
297 816 366 199 2
298 136 755 40 4
299 266 906 180 7
300 351 906 0 0
endpoint1 endpoint2 weight
1 2 285
1 3 820
1 4 951
1 5 641
1 6 255
1 7 664
1 8 415
1 9 962
1 10 1130
1 11 887
1 12 731
1 13 928
1 14 905
1 15 581
1 16 953
1 17 513
1 18 938
1 19 470
1 20 956
1 21 930
1 22 1168
1 23 630
1 24 891
1 25 588
1 26 1055
1 27 1120
1 28 235
1 29 660
1 30 630
1 31 296
1 32 1036
1 33 524
1 34 540
1 35 71
1 36 945
1 37 763
1 38 898
1 39 748
1 40 1013
1 41 398
1 42 123
1 43 903
1 44 862
1 45 472
1 46 890
1 47 905
1 48 767
1 49 558
1 50 947
1 51 211
1 52 506
1 53 522
1 54 830
1 55 534
1 56 1022
1 57 1019
1 58 1052
1 59 984
1 60 709
1 61 856
1 62 896
1 63 406
1 64 135
1 65 983
1 66 637
1 67 569
1 68 348
1 69 1105
1 70 921
1 71 847
1 72 636
1 73 1277
1 74 909
1 75 1032
1 76 259
1 77 345
1 78 1039
1 79 149
1 80 1145
1 81 702
1 82 888
1 83 84
1 84 148
1 85 242
1 86 725
1 87 443
1 88 1005
1 89 762
1 90 991
1 91 623
1 92 685
1 93 670
1 94 896
1 95 489
1 96 511
1 97 130
1 98 718
1 99 1086
1 100 850
1 101 1174
1 102 915
1 103 573
1 104 865
1 105 924
1 106 1053
1 107 616
1 108 251
1 109 841
1 110 26
1 111 868
1 112 805
1 113 92
1 114 1030
1 115 540
1 116 369
1 117 471
1 118 1127
1 119 481
1 120 820
1 121 476
1 122 697
1 123 851
1 124 944
1 125 995
1 126 790
1 127 548
1 128 1187
1 129 571
1 130 1054
1 131 950
1 132 589
1 133 1063
1 134 232
1 135 754
1 136 1037
1 137 1162
1 138 888
1 139 832
1 140 247
1 141 922
1 142 777
1 143 1114
1 144 829
1 145 944
1 146 274
1 147 852
1 148 1129
1 149 509
1 150 759
1 151 544
1 152 367
1 153 529
1 154 764
1 155 817
1 156 559
1 157 315
1 158 1208
1 159 1220
1 160 483
1 161 1282
1 162 865
1 163 557
1 164 668
1 165 474
1 166 473
1 167 606
1 168 76
1 169 866
1 170 784
1 171 932
1 172 547
1 173 1023
1 174 714
1 175 1156
1 176 411
1 177 700
1 178 522
1 179 458
1 180 920
1 181 1212
1 182 592
1 183 806
1 184 855
1 185 658
1 186 905
1 187 339
1 188 314
1 189 771
1 190 1012
1 191 796
1 192 324
1 193 652
1 194 385
1 195 470
1 196 771
1 197 450
1 198 1010
1 199 327
1 200 1208
1 201 558
1 202 655
1 203 794
1 204 1143
1 205 509
1 206 963
1 207 879
1 208 1131
1 209 631
1 210 424
1 211 716
1 212 133
1 213 183
1 214 1138
1 215 657
1 216 930
1 217 148
1 218 600
1 219 1140
1 220 946
1 221 680
1 222 314
1 223 516
1 224 1048
1 225 344
1 226 332
1 227 565
1 228 821
1 229 846
1 230 335
1 231 480
1 232 1172
1 233 905
1 234 829
1 235 566
1 236 1174
1 237 1138
1 238 1040
1 239 949
1 240 559
1 241 911
1 242 818
1 243 1180
1 244 834
1 245 794
1 246 675
1 247 519
1 248 819
1 249 637
1 250 1013
1 251 793
1 252 616
1 253 30
1 254 675
1 255 902
1 256 818
1 257 1115
1 258 1070
1 259 270
1 260 811
1 261 541
1 262 917
1 263 1340
1 264 737
1 265 886
1 266 987
1 267 1009
1 268 949
1 269 1178
1 270 899
1 271 764
1 272 554
1 273 1089
1 274 993
1 275 1133
1 276 1051
1 277 887
1 278 993
1 279 1222
1 280 1008
1 281 590
1 282 552
1 283 614
1 284 556
1 285 867
1 286 814
1 287 1134
1 288 32
1 289 423
1 290 1087
1 291 1049
1 292 1297
1 293 562
1 294 940
1 295 467
1 296 708
1 297 330
1 298 1084
1 299 1094
1 300 1040
2 1 285
2 3 546
2 4 714
2 5 387
2 6 224
2 7 426
2 8 260
2 9 729
2 10 882
2 11 615
2 12 518
2 13 652
2 14 636
2 15 299
2 16 706
2 17 269
2 18 709
2 19 296
2 20 680
2 21 674
2 22 887
2 23 402
2 24 649
2 25 306
2 26 771
2 27 837
2 28 265
2 29 380
2 30 364
2 31 96
2 32 752
2 33 268
2 34 262
2 35 237
2 36 666
2 37 479
2 38 624
2 39 476
2 40 772
2 41 357
2 42 246
2 43 680
2 44 681
2 45 266
2 46 628
2 47 620
2 48 596
2 49 487
2 50 737
2 51 217
2 52 267
2 53 279
2 54 674
2 55 321
2 56 742
2 57 741
2 58 767
2 59 711
2 60 553
2 61 588
2 62 626
2 63 208
2 64 180
2 65 702
2 66 372
2 67 366
2 68 63
2 69 831
2 70 688
2 71 574
2 72 516
2 73 1003
2 74 630
2 75 753
2 76 63
2 77 173
2 78 765
2 79 197
2 80 880
2 81 434
2 82 621
2 83 210
2 84 164
2 85 250
2 86 447
2 87 385
2 88 731
2 89 498
2 90 728
2 91 406
2 92 474
2 93 396
2 94 622
2 95 205
2 96 232
2 97 225
2 98 634
2 99 814
2 100 565
2 101 905
2 102 632
2 103 319
2 104 602
2 105 641
2 106 769
2 107 479
2 108 159
2 109 562
2 110 260
2 111 676
2 112 664
2 113 198
2 114 747
2 115 468
2 116 321
2 117 246
2 118 870
2 119 211
2 120 581
2 121 332
2 122 471
2 123 632
2 124 680
2 125 713
2 126 535
2 127 266
2 128 908
2 129 293
2 130 789
2 131 690
2 132 361
2 133 808
2 134 136
2 135 472
2 136 754
2 137 909
2 138 653
2 139 578
2 140 222
2 141 638
2 142 528
2 143 849
2 144 584
2 145 676
2 146 243
2 147 572
2 148 875
2 149 270
2 150 514
2 151 409
2 152 316
2 153 263
2 154 551
2 155 720
2 156 323
2 157 60
2 158 942
2 159 958
2 160 255
2 161 1013
2 162 585
2 163 286
2 164 449
2 165 385
2 166 241
2 167 332
2 168 211
2 169 583
2 170 523
2 171 783
2 172 320
2 173 758
2 174 574
2 175 886
2 176 136
2 177 569
2 178 251
2 179 176
2 180 680
2 181 950
2 182 508
2 183 652
2 184 627
2 185 486
2 186 699
2 187 58
2 188 111
2 189 503
2 190 728
2 191 546
2 192 128
2 193 508
2 194 171
2 195 414
2 196 523
2 197 338
2 198 729
2 199 81
2 200 931
2 201 501
2 202 478
2 203 679
2 204 859
2 205 277
2 206 761
2 207 598
2 208 882
2 209 347
2 210 196
2 211 439
2 212 164
2 213 175
2 214 873
2 215 386
2 216 653
2 217 153
2 218 353
2 219 860
2 220 662
2 221 553
2 222 200
2 223 265
2 224 800
2 225 265
2 226 57
2 227 361
2 228 652
2 229 757
2 230 123
2 231 210
2 232 892
2 233 652
2 234 545
2 235 288
2 236 893
2 237 869
2 238 757
2 239 697
2 240 462
2 241 629
2 242 544
2 243 916
2 244 582
2 245 522
2 246 538
2 247 248
2 248 690
2 249 397
2 250 764
2 251 557
2 252 543
2 253 257
2 254 482
2 255 623
2 256 632
2 257 850
2 258 791
2 259 115
2 260 528
2 261 269
2 262 635
2 263 1068
2 264 455
2 265 661
2 266 786
2 267 724
2 268 712
2 269 896
2 270 629
2 271 581
2 272 274
2 273 805
2 274 741
2 275 876
2 276 783
2 277 624
2 278 719
2 279 948
2 280 724
2 281 483
2 282 268
2 283 365
2 284 383
2 285 671
2 286 534
2 287 851
2 288 284
2 289 146
2 290 827
2 291 787
2 292 1029
2 293 468
2 294 771
2 295 220
2 296 579
2 297 172
2 298 807
2 299 836
2 300 791
3 1 820
3 2 546
3 4 635
3 5 446
3 6 733
3 7 231
3 8 481
3 9 659
3 10 701
3 11 70
3 12 295
3 13 388
3 14 430
3 15 318
3 16 584
3 17 323
3 18 303
3 19 627
3 20 401
3 21 178
3 22 481
3 23 534
3 24 220
3 25 319
3 26 348
3 27 428
3 28 784
3 29 172
3 30 194
3 31 528
3 32 275
3 33 454
3 34 373
3 35 781
3 36 136
3 37 216
3 38 79
3 39 355
3 40 653
3 41 799
3 42 741
3 43 661
3 44 781
3 45 396
3 46 118
3 47 221
3 48 752
3 49 849
3 50 738
3 51 663
3 52 500
3 53 318
3 54 834
3 55 559
3 56 381
3 57 204
3 58 294
3 59 445
3 60 760
3 61 64
3 62 423
3 63 581
3 64 692
3 65 182
3 66 189
3 67 352
3 68 488
3 69 521
3 70 633
3 71 374
3 72 801
3 73 651
3 74 335
3 75 218
3 76 562
3 77 502
3 78 467
3 79 692
3 80 615
3 81 380
3 82 94
3 83 752
3 84 677
3 85 765
3 86 103
3 87 800
3 88 186
3 89 414
3 90 523
3 91 301
3 92 303
3 93 345
3 94 76
3 95 362
3 96 383
3 97 722
3 98 930
3 99 522
3 100 208
3 101 605
3 102 165
3 103 261
3 104 96
3 105 160
3 106 273
3 107 752
3 108 672
3 109 48
3 110 795
3 111 749
3 112 857
3 113 741
3 114 235
3 115 836
3 116 773
3 117 376
3 118 650
3 119 433
3 120 558
3 121 679
3 122 557
3 123 650
3 124 481
3 125 350
3 126 125
3 127 343
3 128 530
3 129 357
3 130 553
3 131 173
3 132 527
3 133 619
3 134 662
3 135 121
3 136 247
3 137 695
3 138 605
3 139 132
3 140 734
3 141 195
3 142 492
3 143 594
3 144 533
3 145 460
3 146 743
3 147 307
3 148 668
3 149 332
3 150 173
3 151 723
3 152 768
3 153 424
3 154 629
3 155 973
3 156 298
3 157 542
3 158 660
3 159 689
3 160 527
3 161 699
3 162 79
3 163 395
3 164 282
3 165 769
3 166 367
3 167 362
3 168 745
3 169 252
3 170 91
3 171 922
3 172 527
3 173 526
3 174 802
3 175 585
3 176 412
3 177 814
3 178 406
3 179 371
3 180 601
3 181 680
3 182 846
3 183 823
3 184 263
3 185 693
3 186 724
3 187 503
3 188 583
3 189 388
3 190 291
3 191 497
3 192 588
3 193 756
3 194 560
3 195 820
3 196 161
3 197 720
3 198 372
3 199 544
3 200 572
3 201 875
3 202 679
3 203 913
3 204 424
3 205 340
3 206 779
3 207 89
3 208 695
3 209 266
3 210 535
3 211 108
3 212 710
3 213 657
3 214 608
3 215 164
3 216 114
3 217 699
3 218 250
3 219 479
3 220 256
3 221 810
3 222 669
3 223 314
3 224 643
3 225 721
3 226 492
3 227 583
3 228 790
3 229 1014
3 230 572
3 231 341
3 232 500
3 233 529
3 234 188
3 235 358
3 236 486
3 237 584
3 238 365
3 239 557
3 240 801
3 241 306
3 242 3
3 243 643
3 244 146
3 245 29
3 246 786
3 247 302
3 248 897
3 249 238
3 250 614
3 251 554
3 252 883
3 253 790
3 254 647
3 255 331
3 256 740
3 257 593
3 258 444
3 259 624
3 260 104
3 261 398
3 262 134
3 263 726
3 264 124
3 265 289
3 266 799
3 267 290
3 268 278
3 269 485
3 270 90
3 271 719
3 272 273
3 273 353
3 274 581
3 275 655
3 276 529
3 277 463
3 278 434
3 279 606
3 280 256
3 281 800
3 282 320
3 283 468
3 284 651
3 285 737
3 286 61
3 287 428
3 288 811
3 289 448
3 290 603
3 291 563
3 292 714
3 293 808
3 294 868
3 295 361
3 296 824
3 297 626
3 298 467
3 299 619
3 300 634
4 1 951
4 2 714
4 3 635
4 5 331
4 6 717
4 7 780
4 8 875
4 9 25
4 10 188
4 11 664
4 12 888
4 13 272
4 14 214
4 15 480
4 16 62
4 17 734
4 18 937
4 19 491
4 20 275
4 21 800
4 22 453
4 23 321
4 24 854
4 25 470
4 26 452
4 27 442
4 28 762
4 29 575
4 30 663
4 31 782
4 32 531
4 33 447
4 34 480
4 35 882
4 36 613
4 37 428
4 38 657
4 39 306
4 40 66
4 41 648
4 42 954
4 43 75
4 44 239
4 45 811
4 46 744
4 47 446
4 48 292
4 49 563
4 50 125
4 51 930
4 52 451
4 53 741
4 54 325
4 55 418
4 56 365
4 57 655
4 58 527
4 59 248
4 60 352
4 61 694
4 62 218
4 63 545
4 64 886
4 65 600
4 66 669
4 67 847
4 68 666
4 69 304
4 70 34
4 71 262
4 72 453
4 73 436
4 74 321
4 75 656
4 76 773
4 77 825
4 78 281
4 79 908
4 80 266
4 81 316
4 82 713
4 83 868
4 84 872
4 85 744
4 86 590
4 87 612
4 88 696
4 89 252
4 90 163
4 91 831
4 92 873
4 93 367
4 94 654
4 95 568
4 96 508
4 97 934
4 98 523
4 99 278
4 100 432
4 101 317
4 102 520
4 103 709
4 104 727
4 105 537
4 106 569
4 107 428
4 108 701
4 109 596
4 110 930
4 111 199
4 112 371
4 113 861
4 114 595
4 115 565
4 116 651
4 117 774
4 118 212
4 119 509
4 120 133
4 121 505
4 122 255
4 123 124
4 124 175
4 125 372
4 126 747
4 127 498
4 128 420
4 129 456
4 130 202
4 131 781
4 132 363
4 133 150
4 134 719
4 135 531
4 136 586
4 137 232
4 138 63
4 139 765
4 140 724
4 141 489
4 142 192
4 143 241
4 144 133
4 145 199
4 146 707
4 147 331
4 148 204
4 149 747
4 150 781
4 151 470
4 152 649
4 153 457
4 154 204
4 155 500
4 156 762
4 157 661
4 158 318
4 159 315
4 160 470
4 161 399
4 162 579
4 163 443
4 164 841
4 165 563
4 166 759
4 167 414
4 168 893
4 169 392
4 170 711
4 171 360
4 172 405
4 173 195
4 174 387
4 175 311
4 176 672
4 177 412
4 178 476
4 179 625
4 180 37
4 181 310
4 182 533
4 183 332
4 184 894
4 185 347
4 186 140
4 187 660
4 188 642
4 189 267
4 190 469
4 191 176
4 192 629
4 193 399
4 194 568
4 195 607
4 196 775
4 197 550
4 198 361
4 199 643
4 200 405
4 201 589
4 202 340
4 203 446
4 204 488
4 205 764
4 206 165
4 207 581
4 208 192
4 209 476
4 210 531
4 211 604
4 212 821
4 213 889
4 214 263
4 215 636
4 216 635
4 217 805
4 218 737
4 219 407
4 220 438
4 221 424
4 222 644
4 223 716
4 224 114
4 225 639
4 226 703
4 227 389
4 228 284
4 229 532
4 230 621
4 231 662
4 232 435
4 233 107
4 234 449
4 235 462
4 236 457
4 237 285
4 238 408
4 239 90
4 240 517
4 241 353
4 242 635
4 243 292
4 244 778
4 245 643
4 246 405
4 247 649
4 248 407
4 249 764
4 250 91
4 251 159
4 252 551
4 253 930
4 254 303
4 255 322
4 256 234
4 257 244
4 258 347
4 259 683
4 260 531
4 261 460
4 262 564
4 263 468
4 264 539
4 265 922
4 266 178
4 267 466
4 268 909
4 269 463
4 270 694
4 271 266
4 272 601
4 273 501
4 274 102
4 275 217
4 276 224
4 277 173
4 278 270
4 279 392
4 280 514
4 281 491
4 282 518
4 283 349
4 284 419
4 285 187
4 286 574
4 287 467
4 288 964
4 289 577
4 290 196
4 291 186
4 292 410
4 293 521
4 294 287
4 295 727
4 296 415
4 297 622
