nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 586 205 0 0
2 35 661 22 3
3 842 166 27 46
4 545 323 52 5
5 592 260 96 33
6 609 644 3 40
7 884 8 36 3
8 828 47 30 45
9 94 386 83 35
10 477 321 88 24
11 899 570 10 14
12 668 225 39 30
13 510 913 91 18
14 956 152 48 2
15 925 243 48 45
16 942 863 83 47
17 800 329 64 6
18 524 643 51 42
19 496 422 2 2
20 966 440 96 49
21 34 576 35 50
22 84 271 39 20
23 936 264 52 20
24 318 31 66 36
25 2 796 7 3
26 704 901 62 16
27 366 373 69 50
28 126 228 47 11
29 638 435 70 44
30 381 915 62 19
31 678 675 88 46
32 779 478 16 3
33 4 655 3 16
34 473 852 45 4
35 429 440 68 42
36 644 464 5 4
37 368 80 42 43
38 735 304 75 43
39 345 53 14 40
40 687 347 31 20
41 201 392 44 42
42 601 567 35 14
43 117 727 91 33
44 148 107 74 12
45 514 881 26 35
46 375 192 81 15
47 556 154 82 48
48 23 912 68 35
49 161 496 13 14
50 117 591 40 32
51 936 761 55 44
52 55 304 37 48
53 842 790 38 11
54 961 539 93 2
55 843 0 50 23
56 238 397 71 44
57 744 839 14 8
58 316 861 57 6
59 919 464 90 31
60 969 433 20 18
61 345 696 17 50
62 626 253 32 49
63 850 649 47 1
64 166 363 83 11
65 145 635 66 22
66 954 434 43 23
67 396 9 18 29
68 90 590 20 5
69 151 403 42 12
70 129 347 58 41
71 404 368 86 29
72 744 148 36 49
73 207 60 38 45
74 362 126 7 29
75 525 683 27 26
76 560 222 46 43
77 379 538 77 28
78 476 581 93 25
79 539 994 80 27
80 944 36 85 46
81 629 899 1 29
82 470 377 18 20
83 260 913 10 39
84 968 412 24 1
85 316 449 1 34
86 759 72 93 38
87 817 855 14 29
88 221 377 37 1
89 915 935 25 45
90 503 792 29 1
91 618 415 20 25
92 15 997 45 48
93 305 843 4 40
94 578 844 22 35
95 189 522 16 6
96 881 170 80 18
97 773 703 37 49
98 547 34 37 46
99 968 867 38 13
100 798 637 48 40
101 317 909 46 40
102 709 486 27 9
103 764 282 20 15
104 863 679 9 44
105 217 719 9 39
106 472 835 46 30
107 134 839 15 43
108 184 440 79 20
109 34 762 32 50
110 636 223 5 49
111 637 869 58 34
112 393 410 67 44
113 573 292 85 5
114 796 893 91 22
115 512 594 67 38
116 530 181 63 14
117 503 240 77 39
118 667 267 22 49
119 874 531 56 32
120 299 92 44 16
121 602 123 71 42
122 279 736 48 37
123 962 464 84 26
124 528 348 7 15
125 578 517 78 11
126 571 215 13 35
127 386 316 46 31
128 978 311 80 30
129 960 774 38 20
130 205 472 3 4
131 369 87 7 15
132 653 872 68 35
133 327 321 6 41
134 492 202 35 11
135 204 791 23 29
136 646 806 28 45
137 914 925 72 25
138 894 228 81 5
139 741 775 53 37
140 576 320 69 30
141 644 147 49 33
142 887 30 16 45
143 815 865 16 45
144 694 775 24 5
145 640 251 64 27
146 248 361 8 22
147 338 253 43 27
148 233 18 8 48
149 926 77 20 43
150 572 482 60 42
151 868 218 73 40
152 640 782 38 44
153 495 887 66 18
154 10 237 98 18
155 662 586 57 18
156 909 658 99 5
157 85 796 2 14
158 40 900 51 19
159 662 734 60 25
160 28 654 73 25
161 337 628 53 33
162 367 676 48 45
163 881 952 11 6
164 694 160 95 30
165 30 618 98 6
166 642 898 23 20
167 836 283 45 12
168 681 331 65 11
169 170 43 30 12
170 920 184 80 38
171 982 829 31 29
172 842 419 94 32
173 978 882 44 45
174 672 992 53 6
175 969 700 71 25
176 646 306 30 25
177 328 13 57 28
178 334 561 21 20
179 965 380 33 17
180 721 347 49 32
181 998 364 73 24
182 246 186 3 17
183 999 279 35 17
184 870 169 79 16
185 322 790 28 9
186 353 656 5 10
187 972 547 37 49
188 76 950 93 32
189 781 748 95 45
190 942 750 87 17
191 800 940 70 19
192 409 128 43 28
193 305 743 46 13
194 41 622 49 30
195 124 763 82 50
196 970 474 63 4
197 479 216 73 15
198 661 478 22 9
199 495 531 31 1
200 647 169 0 0
endpoint1 endpoint2 weight
1 2 716
1 3 259
1 4 125
1 5 56
1 6 440
1 7 358
1 8 290
1 9 525
1 10 160
1 11 481
1 12 85
1 13 713
1 14 374
1 15 342
1 16 749
1 17 248
1 18 443
1 19 235
1 20 447
1 21 666
1 22 507
1 23 355
1 24 320
1 25 831
1 26 706
1 27 277
1 28 461
1 29 236
1 30 740
1 31 479
1 32 335
1 33 736
1 34 657
1 35 283
1 36 266
1 37 252
1 38 179
1 39 285
1 40 175
1 41 429
1 42 363
1 43 702
1 44 449
1 45 680
1 46 212
1 47 60
1 48 904
1 49 516
1 50 608
1 51 657
1 52 541
1 53 639
1 54 503
1 55 329
1 56 398
1 57 654
1 58 710
1 59 422
1 60 446
1 61 547
1 62 63
1 63 517
1 64 449
1 65 616
1 66 434
1 67 273
1 68 628
1 69 478
1 70 479
1 71 245
1 72 168
1 73 406
1 74 238
1 75 482
1 76 32
1 77 393
1 78 392
1 79 791
1 80 396
1 81 696
1 82 208
1 83 780
1 84 435
1 85 364
1 86 219
1 87 690
1 88 404
1 89 801
1 90 593
1 91 213
1 92 977
1 93 698
1 94 640
1 95 509
1 96 298
1 97 532
1 98 176
1 99 765
1 100 482
1 101 754
1 102 307
1 103 194
1 104 550
1 105 633
1 106 641
1 107 779
1 108 466
1 109 785
1 110 54
1 111 666
1 112 282
1 113 88
1 114 720
1 115 396
1 116 61
1 117 91
1 118 103
1 119 435
1 120 309
1 121 84
1 122 614
1 123 457
1 124 155
1 125 313
1 126 19
1 127 229
1 128 407
1 129 681
1 130 466
1 131 248
1 132 671
1 133 284
1 134 95
1 135 700
1 136 604
1 137 792
1 138 309
1 139 591
1 140 116
1 141 83
1 142 349
1 143 699
1 144 581
1 145 71
1 146 373
1 147 253
1 148 400
1 149 364
1 150 278
1 151 283
1 152 580
1 153 689
1 154 577
1 155 389
1 156 557
1 157 775
1 158 884
1 159 535
1 160 717
1 161 491
1 162 520
1 163 804
1 164 117
1 165 693
1 166 696
1 167 262
1 168 158
1 169 447
1 170 335
1 171 740
1 172 334
1 173 783
1 174 792
1 175 626
1 176 118
1 177 322
1 178 437
1 179 418
1 180 196
1 181 442
1 182 341
1 183 420
1 184 287
1 185 642
1 186 508
1 187 516
1 188 903
1 189 577
1 190 651
1 191 766
1 192 194
1 193 607
1 194 687
1 195 725
1 196 469
1 197 108
1 198 284
1 199 339
1 200 71
2 1 716
2 3 947
2 4 612
2 5 687
2 6 575
2 7 1072
2 8 1003
2 9 282
2 10 558
2 11 869
2 12 769
2 13 538
2 14 1053
2 15 984
2 16 930
2 17 834
2 18 490
2 19 520
2 20 957
2 21 86
2 22 394
2 23 985
2 24 691
2 25 139
2 26 711
2 27 439
2 28 443
2 29 644
2 30 430
2 31 644
2 32 767
2 33 32
2 34 478
2 35 452
2 36 641
2 37 670
2 38 786
2 39 683
2 40 724
2 41 317
2 42 574
2 43 106
2 44 566
2 45 528
2 46 580
2 47 727
2 48 252
2 49 208
2 50 108
2 51 907
2 52 358
2 53 818
2 54 935
2 55 1044
2 56 334
2 57 732
2 58 345
2 59 906
2 60 962
2 61 312
2 62 719
2 63 816
2 64 326
2 65 114
2 66 947
2 67 746
2 68 90
2 69 283
2 70 328
2 71 472
2 72 876
2 73 626
2 74 628
2 75 491
2 76 685
2 77 366
2 78 449
2 79 605
2 80 1104
2 81 640
2 82 520
2 83 338
2 84 966
2 85 353
2 86 934
2 87 806
2 88 340
2 89 922
2 90 486
2 91 633
2 92 337
2 93 326
2 94 574
2 95 208
2 96 979
2 97 740
2 98 810
2 99 956
2 100 764
2 101 376
2 102 697
2 103 822
2 104 829
2 105 192
2 106 471
2 107 204
2 108 267
2 109 102
2 110 744
2 111 637
2 112 438
2 113 653
2 114 796
2 115 482
2 116 690
2 117 630
2 118 745
2 119 850
2 120 628
2 121 782
2 122 256
2 123 948
2 124 584
2 125 562
2 126 698
2 127 493
2 128 1006
2 129 932
2 130 255
2 131 665
2 132 654
2 133 449
2 134 648
2 135 214
2 136 628
2 137 918
2 138 962
2 139 716
2 140 640
2 141 797
2 142 1061
2 143 807
2 144 669
2 145 731
2 146 368
2 147 509
2 148 673
2 149 1066
2 150 567
2 151 944
2 152 617
2 153 513
2 154 425
2 155 632
2 156 875
2 157 144
2 158 240
2 159 632
2 160 10
2 161 304
2 162 333
2 163 895
2 164 828
2 165 44
2 166 652
2 167 886
2 168 726
2 169 633
2 170 1006
2 171 962
2 172 843
2 173 969
2 174 718
2 175 935
2 176 707
2 177 712
2 178 316
2 179 972
2 180 755
2 181 1008
2 182 520
2 183 1037
2 184 970
2 185 315
2 186 319
2 187 944
2 188 292
2 189 752
2 190 912
2 191 815
2 192 652
2 193 283
2 194 40
2 195 136
2 196 954
2 197 629
2 198 653
2 199 479
2 200 786
3 1 259
3 2 947
3 4 336
3 5 268
3 6 532
3 7 164
3 8 120
3 9 780
3 10 397
3 11 409
3 12 184
3 13 818
3 14 115
3 15 114
3 16 705
3 17 169
3 18 574
3 19 431
3 20 301
3 21 907
3 22 766
3 23 136
3 24 542
3 25 1050
3 26 748
3 27 520
3 28 719
3 29 338
3 30 880
3 31 535
3 32 319
3 33 971
3 34 779
3 35 496
3 36 358
3 37 482
3 38 175
3 39 510
3 40 239
3 41 680
3 42 468
3 43 917
3 44 697
3 45 787
3 46 468
