nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 560 236 0 0
2 114 230 236 34
3 531 62 119 45
4 466 255 226 36
5 708 149 113 5
6 357 928 61 5
7 870 951 17 17
8 897 738 248 41
9 864 72 100 41
10 330 759 166 42
11 896 67 146 27
12 956 618 6 47
13 750 424 205 5
14 473 94 150 46
15 699 625 18 34
16 243 259 81 29
17 213 709 38 16
18 842 96 215 6
19 123 308 11 42
20 351 831 143 25
21 809 61 246 4
22 760 679 132 14
23 12 657 22 31
24 770 229 57 24
25 82 100 224 22
26 340 978 165 19
27 168 296 151 21
28 596 270 167 5
29 72 422 77 18
30 716 772 53 46
31 399 312 3 33
32 31 964 174 41
33 373 873 50 40
34 60 497 48 10
35 181 763 31 41
36 328 342 137 28
37 824 440 246 18
38 22 189 242 19
39 450 144 248 48
40 418 532 92 23
41 244 110 121 7
42 862 764 191 23
43 759 811 29 10
44 386 831 80 7
45 585 103 229 32
46 603 336 152 32
47 415 635 116 27
48 300 788 22 15
49 508 712 19 19
50 637 42 225 1
51 475 966 111 13
52 384 652 29 8
53 758 758 230 22
54 841 208 77 29
55 902 611 21 18
56 740 499 152 43
57 721 955 26 44
58 615 480 116 6
59 766 2 5 45
60 312 703 112 36
61 105 915 178 15
62 39 872 67 43
63 902 339 144 40
64 12 763 207 12
65 51 2 110 33
66 157 878 164 21
67 968 541 97 42
68 530 78 30 26
69 652 723 165 6
70 287 906 7 35
71 334 379 24 10
72 405 408 30 1
73 334 373 55 45
74 240 452 57 12
75 375 552 191 20
76 155 832 247 20
77 820 546 237 15
78 56 74 114 30
79 885 420 104 20
80 837 288 143 13
81 422 994 205 6
82 519 742 35 1
83 888 49 100 15
84 821 892 229 14
85 773 108 170 37
86 798 459 51 45
87 487 556 198 30
88 867 174 48 2
89 929 108 76 4
90 626 656 15 18
91 12 134 225 11
92 840 184 87 11
93 680 896 175 2
94 259 918 90 30
95 316 448 121 34
96 558 739 93 27
97 795 77 140 29
98 481 683 228 41
99 479 302 43 8
100 927 604 104 15
101 762 77 144 6
102 63 602 211 41
103 633 283 187 8
104 776 914 194 12
105 743 754 213 9
106 922 755 231 38
107 888 762 219 19
108 292 569 148 46
109 658 903 220 38
110 839 327 125 41
111 351 397 173 19
112 66 146 119 12
113 475 899 48 48
114 181 306 4 42
115 202 108 5 8
116 910 316 108 48
117 186 973 215 19
118 918 171 90 2
119 608 694 76 34
120 438 351 15 39
121 449 360 94 46
122 459 689 226 14
123 123 751 164 23
124 258 133 159 34
125 654 97 212 36
126 460 357 76 35
127 847 878 204 44
128 856 322 48 3
129 778 37 142 2
130 628 332 147 48
131 498 890 11 4
132 648 36 248 25
133 863 567 72 37
134 207 824 228 50
135 613 645 222 43
136 175 62 38 15
137 358 986 238 15
138 752 833 229 1
139 737 362 89 39
140 318 743 136 3
