nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 517 76 0 0
2 294 698 20 10
3 338 915 8 10
4 543 682 48 5
5 879 815 29 3
6 368 555 31 3
7 195 734 13 6
8 312 952 32 9
9 539 320 25 2
10 254 797 40 5
11 320 107 21 3
12 825 633 11 5
13 660 26 24 9
14 834 718 25 4
15 592 100 49 3
16 148 462 7 10
17 528 442 3 8
18 160 218 42 3
19 358 55 9 1
20 900 589 7 7
21 222 269 35 7
22 144 418 39 8
23 3 808 24 1
24 370 894 26 10
25 128 625 12 7
26 691 449 34 4
27 84 869 50 4
28 82 745 29 5
29 895 268 4 5
30 463 839 50 3
31 368 611 37 6
32 301 896 44 2
33 54 813 33 5
34 115 764 4 2
35 868 367 27 2
36 353 443 28 2
37 988 498 48 9
38 861 343 11 3
39 658 583 39 8
40 237 787 22 2
41 208 281 5 8
42 236 293 36 6
43 150 670 3 6
44 390 397 30 9
45 938 205 22 10
46 236 659 11 9
47 168 890 35 6
48 907 574 2 10
49 703 374 43 5
50 338 924 11 9
51 742 44 16 10
52 367 730 32 5
53 894 580 8 2
54 426 552 39 6
55 163 663 30 10
56 339 724 50 4
57 944 927 19 5
58 369 94 39 2
59 597 759 50 10
60 491 888 32 1
61 316 80 49 4
62 547 484 31 6
63 970 454 49 2
64 59 25 5 3
65 829 749 38 7
66 301 923 14 5
67 793 20 6 5
68 5 687 19 4
69 600 431 37 9
70 592 116 11 8
71 95 283 19 10
72 840 391 3 9
73 211 209 46 3
74 838 160 12 7
75 320 681 12 3
76 48 636 20 3
77 761 947 36 10
78 472 731 48 7
79 754 883 34 4
80 109 583 29 1
81 633 410 20 2
82 858 778 26 7
83 431 863 37 6
84 818 383 42 5
85 295 410 5 5
86 499 742 44 5
87 693 339 16 6
88 133 256 15 2
89 900 971 38 7
90 417 572 8 9
91 653 817 21 7
92 560 414 11 9
93 117 33 29 10
94 498 871 45 4
95 916 607 13 5
96 454 549 34 4
97 369 664 17 1
98 680 800 13 5
99 527 498 9 6
100 184 822 31 5
101 908 35 10 4
102 564 601 41 6
103 727 50 19 5
104 210 627 39 8
105 21 627 33 8
106 200 26 6 4
107 796 760 27 9
108 793 913 14 5
109 145 291 28 8
110 784 62 18 3
111 250 590 32 3
112 963 619 28 10
113 254 643 16 2
114 772 134 6 6
115 141 308 48 8
116 956 401 42 7
117 343 873 11 2
118 355 422 34 1
119 923 565 38 2
120 50 296 38 1
121 544 602 20 6
122 323 340 26 6
123 714 116 14 9
124 606 860 2 3
125 759 742 48 1
126 274 361 37 1
127 685 589 25 7
128 332 291 33 2
129 233 104 8 8
130 425 726 17 5
131 764 734 26 8
132 480 460 14 8
133 959 835 41 7
134 882 882 19 9
135 400 932 19 8
136 530 296 49 10
137 886 205 3 6
138 988 953 37 8
139 673 594 14 10
140 165 432 11 3
141 689 439 10 9
142 145 374 43 6
143 28 478 15 5
144 17 613 28 5
145 934 443 15 6
146 692 699 29 10
147 529 172 4 4
148 159 488 29 6
149 359 41 41 7
150 722 111 24 1
151 326 252 5 4
152 407 564 50 9
153 458 395 49 8
154 517 131 27 4
155 342 682 27 9
156 916 31 28 6
157 473 61 37 1
158 757 854 21 4
159 891 126 47 10
160 467 826 28 1
161 569 511 46 8
162 525 98 2 1
163 35 36 2 1
164 938 394 46 4
165 429 660 29 10
166 857 755 4 5
167 913 264 45 5
168 320 723 44 6
169 12 189 42 10
170 854 354 9 8
171 872 122 8 9
172 737 345 5 6
173 184 846 9 7
174 199 427 49 5
175 972 19 27 8
176 253 894 18 2
177 882 130 38 9
178 344 918 24 9
179 166 283 49 9
180 664 596 34 10
181 943 874 40 7
182 703 208 14 5
183 138 375 41 9
184 931 502 30 4
185 565 138 28 10
186 208 437 1 7
187 260 297 28 5
188 134 796 35 8
189 143 334 33 5
190 224 468 45 9
191 705 477 13 2
192 714 587 32 10
193 960 410 30 5
194 857 126 40 1
195 693 874 26 5
196 74 989 12 5
197 748 130 11 5
198 549 238 1 3
199 505 481 34 2
200 741 70 0 0
endpoint1 endpoint2 weight
1 2 661
1 3 858
1 4 607
1 5 823
1 6 502
1 7 733
1 8 900
1 9 245
1 10 768
1 11 200
1 12 637
1 13 152
1 14 716
1 15 79
1 16 535
1 17 367
1 18 385
1 19 161
1 20 641
1 21 353
1 22 507
1 23 895
1 24 832
1 25 673
1 26 412
1 27 904
1 28 798
1 29 424
1 30 765
1 31 556
1 32 848
1 33 871
1 34 797
1 35 456
1 36 402
1 37 633
1 38 436
1 39 527
1 40 765
1 41 371
1 42 356
1 43 699
1 44 346
1 45 441
1 46 648
1 47 886
1 48 633
1 49 352
1 50 867
1 51 228
1 52 671
1 53 630
1 54 485
1 55 686
1 56 673
1 57 953
1 58 150
1 59 688
1 60 813
1 61 202
1 62 410
1 63 590
1 64 461
1 65 742
1 66 875
1 67 282
1 68 798
1 69 365
1 70 85
1 71 471
1 72 452
1 73 334
1 74 332
1 75 637
1 76 731
1 77 905
1 78 657
1 79 842
1 80 651
1 81 354
1 82 781
1 83 792
1 84 430
1 85 402
1 86 667
1 87 317
1 88 425
1 89 974
1 90 506
1 91 754
1 92 341
1 93 403
1 94 796
1 95 665
1 96 478
1 97 607
1 98 743
1 99 423
1 100 817
1 101 394
1 102 528
1 103 212
1 104 631
1 105 742
1 106 321
1 107 739
1 108 882
1 109 430
1 110 268
1 111 580
1 112 703
1 113 626
1 114 262
1 115 442
1 116 547
1 117 816
1 118 383
1 119 636
1 120 517
1 121 527
1 122 328
1 123 202
1 124 790
1 125 709
1 126 375
1 127 540
1 128 284
1 129 286
1 130 657
1 131 703
1 132 386
1 133 879
1 134 885
1 135 864
1 136 221
1 137 391
1 138 996
1 139 541
1 140 501
1 141 402
1 142 477
1 143 634
1 144 734
1 145 556
1 146 648
1 147 97
1 148 546
1 149 162
1 150 208
1 151 260
1 152 501
1 153 325
1 154 55
1 155 631
1 156 402
1 157 47
1 158 815
1 159 378
1 160 752
1 161 439
1 162 24
1 163 484
1 164 528
1 165 591
1 166 760
1 167 439
1 168 677
1 169 518
1 170 437
1 171 358
1 172 348
1 173 839
1 174 474
1 175 459
1 176 860
1 177 369
1 178 860
1 179 408
1 180 541
1 181 905
1 182 229
1 183 483
1 184 595
1 185 79
1 186 476
1 187 339
1 188 816
1 189 455
1 190 490
1 191 443
1 192 548
1 193 555
1 194 344
1 195 818
1 196 1015
1 197 238
1 198 166
1 199 406
1 200 225
2 1 661
2 3 222
2 4 250
2 5 597
2 6 162
2 7 106
2 8 255
2 9 451
2 10 107
2 11 592
2 12 535
2 13 766
2 14 541
2 15 669
2 16 278
2 17 347
2 18 499
2 19 647
2 20 616
2 21 435
2 22 318
2 23 312
2 24 211
2 25 182
2 26 469
2 27 271
2 28 218
2 29 739
2 30 221
2 31 115
2 32 199
2 33 267
2 34 191
2 35 663
2 36 262
2 37 723
2 38 669
2 39 382
2 40 106
2 41 426
2 42 410
2 43 147
2 44 316
2 45 812
2 46 70
2 47 230
2 48 626
2 49 522
2 50 231
2 51 793
2 52 80
2 53 612
2 54 197
2 55 136
2 56 52
2 57 690
2 58 609
2 59 310
2 60 274
2 61 619
2 62 332
2 63 719
2 64 713
2 65 538
2 66 226
2 67 842
2 68 290
2 69 407
2 70 654
2 71 461
2 72 627
2 73 496
2 74 766
2 75 32
2 76 254
2 77 530
2 78 182
2 79 496
2 80 218
2 81 445
2 82 570
2 83 215
2 84 612
2 85 289
2 86 210
2 87 537
2 88 471
2 89 665
2 90 177
2 91 379
2 92 390
2 93 689
2 94 268
2 95 629
2 96 219
2 97 83
2 98 400
2 99 308
2 100 166
2 101 904
2 102 287
2 103 780
2 104 110
2 105 283
2 106 679
2 107 506
2 108 544
2 109 434
2 110 803
2 111 117
2 112 674
2 113 69
2 114 740
2 115 419
2 116 726
2 117 182
2 118 283
2 119 643
2 120 471
2 121 268
2 122 360
2 123 718
2 124 352
2 125 468
2 126 338
2 127 406
2 128 409
2 129 598
2 130 134
2 131 472
2 132 303
2 133 679
2 134 617
2 135 257
2 136 467
2 137 771
2 138 740
2 139 394
2 140 296
2 141 473
2 142 357
2 143 346
2 144 290
2 145 689
2 146 399
2 147 577
2 148 250
2 149 661
2 150 727
2 151 448
2 152 176
2 153 345
2 154 610
2 155 51
2 156 913
2 157 662
2 158 489
2 159 827
2 160 216
2 161 333
2 162 643
2 163 711
2 164 713
2 165 141
2 166 566
2 167 756
2 168 37
2 169 582
2 170 658
2 171 817
2 172 567
2 173 185
2 174 288
2 175 960
2 176 201
2 177 818
2 178 226
2 179 435
2 180 384
2 181 673
2 182 639
2 183 359
2 184 667
2 185 623
2 186 275
2 187 403
2 188 188
2 189 395
2 190 241
2 191 467
2 192 435
2 193 726
2 194 803
2 195 437
2 196 365
2 197 728
2 198 526
2 199 303
2 200 771
3 1 858
3 2 222
3 4 311
3 5 551
3 6 362
3 7 231
3 8 46
3 9 629
3 10 145
3 11 809
3 12 563
3 13 946
3 14 534
3 15 854
3 16 492
3 17 510
3 18 720
3 19 861
3 20 650
3 21 657
3 22 534
3 23 352
3 24 39
3 25 359
3 26 585
3 27 259
3 28 308
3 29 854
3 30 147
3 31 306
3 32 42
3 33 302
3 34 270
3 35 763
3 36 473
3 37 773
3 38 776
3 39 462
3 40 164
3 41 648
3 42 631
3 43 309
3 44 521
3 45 930
3 46 276
3 47 172
3 48 664
3 49 653
3 50 9
3 51 961
3 52 188
3 53 650
3 54 374
3 55 307
3 56 192
3 57 607
3 58 822
3 59 303
3 60 156
3 61 836
3 62 480
3 63 783
3 64 933
3 65 519
3 66 38
3 67 1005
3 68 404
3 69 551
3 70 839
3 71 678
3 72 726
3 73 718
3 74 906
3 75 235
3 76 403
3 77 425
3 78 228
3 79 418
3 80 404
3 81 585
3 82 538
3 83 107
3 84 717
3 85 507
3 86 237
3 87 677
3 88 691
3 89 565
3 90 352
3 91 330
3 92 548
3 93 910
3 94 166
3 95 655
3 96 384
3 97 253
3 98 361
3 99 458
3 100 180
3 101 1049
3 102 387
3 103 949
3 104 316
3 105 429
3 106 900
3 107 484
3 108 456
3 109 654
3 110 963
3 111 337
3 112 692
3 113 285
3 114 894
3 115 639
3 116 804
3 117 43
3 118 494
3 119 682
3 120 683
3 121 375
3 122 576
3 123 884
3 124 274
3 125 456
3 126 558
3 127 477
3 128 625
3 129 818
3 130 209
3 131 463
3 132 477
3 133 627
3 134 545
3 135 65
3 136 649
3 137 897
3 138 652
3 139 464
3 140 514
3 141 592
3 142 575
3 143 536
3 144 441
3 145 761
3 146 415
3 147 768
3 148 464
3 149 875
3 150 891
3 151 664
3 152 358
3 153 534
3 154 805
3 155 234
3 156 1057
3 157 865
3 158 424
3 159 964
3 160 157
3 161 466
3 162 839
3 163 930
3 164 795
3 165 271
3 166 544
3 167 869
3 168 193
3 169 796
3 170 763
3 171 957
3 172 696
3 173 169
3 174 508
3 175 1098
3 176 88
3 177 956
3 178 7
3 179 655
3 180 457
3 181 607
3 182 796
3 183 576
3 184 723
3 185 810
3 186 496
3 187 623
3 188 237
3 189 613
3 190 462
3 191 572
3 192 499
3 193 802
3 194 945
3 195 358
3 196 275
3 197 886
3 198 710
3 199 466
3 200 937
4 1 607
4 2 250
4 3 311
4 5 362
4 6 217
4 7 352
4 8 356
4 9 363
4 10 312
4 11 617
4 12 287
4 13 667
4 14 294
4 15 585
4 16 453
4 17 241
4 18 602
4 19 654
4 20 369
4 21 524
4 22 479
4 23 555
4 24 274
4 25 419
4 26 277
4 27 496
4 28 466
4 29 544
4 30 177
4 31 189
4 32 324
4 33 507
4 34 436
4 35 453
4 36 306
4 37 482
4 38 465
4 39 152
4 40 324
4 41 523
4 42 496
4 43 394
4 44 324
4 45 620
4 46 308
4 47 429
4 48 380
4 49 348
4 50 318
4 51 669
4 52 183
4 53 366
4 54 175
4 55 381
4 56 209
