nnodes nedges type capacity P s t
200  19900  graph  1000 100 1 200 
nodename posx posy itemvalue itemweight
1 276 565 0 0
2 536 389 250 42
3 917 596 26 30
4 18 494 48 141
5 85 279 149 55
6 626 838 59 92
7 49 6 146 192
8 955 929 115 229
9 416 475 142 147
10 306 466 244 89
11 786 26 191 148
12 595 231 92 121
13 603 825 175 110
14 343 966 7 27
15 493 929 49 216
16 679 121 85 89
17 494 215 189 84
18 862 763 131 215
19 164 880 215 178
20 257 601 207 113
21 160 883 84 117
22 440 561 57 230
23 889 395 59 23
24 491 658 60 52
25 222 149 169 156
26 124 360 140 211
27 527 72 53 84
28 591 130 82 79
29 249 934 193 88
30 96 94 105 241
31 215 776 54 189
32 215 709 80 242
33 343 77 124 62
34 472 507 58 191
35 310 82 91 14
36 109 822 53 175
37 317 549 131 211
38 383 207 154 189
39 296 226 233 65
40 217 518 240 3
41 375 341 220 231
42 878 902 214 124
43 765 821 64 147
44 33 15 203 108
45 755 481 234 159
46 109 970 99 139
47 257 677 200 30
48 31 601 131 73
49 106 855 91 40
50 460 416 13 181
51 937 569 54 168
52 238 607 105 36
53 470 974 128 110
54 166 766 76 213
55 200 383 27 65
56 636 576 215 246
57 76 514 147 30
58 830 842 222 63
59 335 863 176 174
60 209 442 170 12
61 345 670 184 120
62 764 954 150 133
63 347 147 149 132
64 907 454 58 91
65 3 368 172 70
66 870 292 124 77
67 289 461 89 80
68 899 112 112 69
69 435 65 42 187
70 878 987 31 68
71 800 515 103 97
72 563 877 165 101
73 381 394 229 136
74 71 717 163 6
75 609 280 161 185
76 511 306 17 95
77 950 276 54 167
78 261 650 227 55
79 423 168 150 34
80 104 778 247 71
81 888 326 206 120
82 71 530 249 146
83 139 322 200 110
84 642 926 214 241
85 740 872 148 96
86 914 540 58 102
87 739 477 45 74
88 417 121 203 23
89 223 488 210 217
90 190 833 130 120
91 120 701 3 147
92 139 71 214 159
93 329 752 165 43
94 73 105 213 64
95 921 177 76 61
96 883 161 237 133
97 855 306 181 235
98 691 995 29 232
99 981 333 197 242
100 921 721 222 196
101 558 835 190 131
102 261 297 48 234
103 665 31 56 102
104 418 240 108 15
105 871 960 170 237
106 425 992 237 173
107 662 565 235 52
108 415 343 81 149
109 669 488 94 145
110 448 942 65 22
111 17 332 205 153
112 104 872 154 237
113 990 147 239 182
114 219 971 218 37
115 833 493 26 41
116 44 391 233 215
117 680 306 23 132
118 688 345 198 79
119 689 459 233 157
120 938 560 93 152
121 419 363 245 181
122 904 433 176 230
123 280 319 233 6
124 777 950 230 76
125 159 225 2 146
126 892 176 97 207
127 909 348 48 103
128 401 252 45 139
129 496 620 34 13
130 223 329 175 59
131 113 268 53 9
132 72 794 125 76
133 926 760 242 72
134 491 615 6 76
135 571 781 80 98
136 527 991 80 75
137 145 432 29 5
138 424 425 54 113
139 751 201 113 135
140 727 911 188 114
141 779 620 31 137
142 439 688 172 180
143 968 840 91 217
144 292 816 170 124
145 813 516 229 197
146 497 926 35 133
147 136 569 205 159
148 72 414 60 49
149 330 916 83 65
150 381 901 124 162
151 49 908 15 203
152 244 194 88 145
153 340 669 60 141
154 972 444 7 172
155 222 699 128 46
156 707 353 137 158
157 671 146 34 59
158 394 640 189 124
159 339 686 25 109
160 808 152 100 105
161 202 306 55 134
162 78 690 89 111
163 875 503 42 149
164 104 557 159 124
165 771 485 65 135
166 811 820 138 79
167 746 55 189 225
168 367 86 75 248
169 76 339 218 81
170 530 651 21 95
171 38 589 229 10
172 4 710 104 12
173 736 398 68 42
174 702 75 238 194
175 85 862 150 87
176 227 639 150 56
177 168 657 220 238
178 682 396 19 113
179 512 786 238 177
180 953 283 89 53
181 624 764 163 226
182 456 370 233 102
