nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 153 986 0 0
2 371 86 235 8
3 816 646 119 5
4 707 5 179 7
5 773 666 121 8
6 920 896 164 7
7 83 550 341 10
8 270 902 10 5
9 999 337 413 6
10 47 883 17 3
11 486 505 204 5
12 226 133 79 4
13 330 796 96 10
14 529 28 41 7
15 297 94 473 9
16 107 802 426 1
17 432 479 9 2
18 889 600 148 7
19 477 948 46 8
20 605 602 136 9
21 967 877 225 9
22 498 50 427 8
23 780 768 98 7
24 304 779 262 10
25 458 352 322 8
26 14 296 445 5
27 209 241 413 3
28 781 539 450 10
29 37 311 254 3
30 919 686 478 7
31 757 379 181 3
32 489 189 207 9
33 858 730 267 4
34 790 687 168 2
35 30 747 32 3
36 289 349 182 8
37 977 140 453 9
38 751 757 25 3
39 260 56 45 6
40 888 70 264 6
41 408 903 64 8
42 367 969 242 8
43 496 148 83 4
44 509 885 39 6
45 811 780 386 6
46 571 568 62 8
47 159 412 271 8
48 758 369 107 7
49 494 900 474 6
50 56 877 200 7
51 647 698 280 2
52 226 624 464 2
53 190 978 490 9
54 733 450 486 6
55 386 622 274 10
56 873 146 251 9
57 877 592 457 4
58 115 373 16 9
59 740 976 387 6
60 258 904 227 4
61 757 181 422 8
62 472 916 42 4
63 594 230 408 10
64 638 440 80 3
65 130 694 125 1
66 317 130 89 4
67 744 896 12 2
68 106 934 487 3
69 226 840 392 3
70 737 612 90 6
71 462 610 222 10
72 758 339 206 10
73 202 873 36 4
74 64 294 421 2
75 202 322 479 7
76 198 959 398 2
77 855 671 286 9
78 227 801 295 5
79 253 865 290 6
80 242 736 277 4
81 912 911 357 7
82 218 656 169 10
83 807 324 121 7
84 591 385 425 2
85 164 680 331 4
86 997 978 29 4
87 642 107 206 5
88 317 844 434 1
89 333 733 308 4
90 490 535 14 8
91 55 689 352 1
92 846 263 390 7
93 712 425 201 4
94 64 317 34 10
95 291 306 410 10
96 405 555 255 6
97 570 623 379 5
98 211 729 337 9
99 948 154 134 1
100 115 464 10 4
101 834 464 275 1
102 443 476 368 10
103 572 112 125 3
104 672 257 72 4
105 846 163 6 5
106 792 253 421 9
107 204 990 348 2
108 516 268 197 10
109 415 581 346 10
110 585 58 242 5
111 239 991 392 8
112 613 161 372 10
113 966 825 123 10
114 891 914 268 6
115 331 358 321 9
116 379 518 71 7
117 822 174 371 10
118 346 746 278 7
119 286 19 442 9
120 3 132 130 9
121 534 147 285 3
122 738 90 7 4
123 137 254 64 4
124 358 905 384 1
125 187 295 285 7
126 963 779 367 6
127 638 577 324 10
128 940 605 445 6
129 402 183 150 4
130 871 85 53 10
131 541 602 45 6
132 603 364 416 5
133 776 950 265 5
134 462 415 262 7
135 321 466 393 3
136 899 855 5 9
137 965 637 497 4
138 297 455 13 3
139 244 7 67 8
140 360 783 25 1
141 302 323 224 2
142 562 941 379 7
143 900 855 481 5
144 898 654 345 10
145 38 769 239 9
146 740 580 451 5
147 372 343 76 8
148 296 500 401 1
149 293 758 262 4
150 915 966 399 6
151 576 815 257 5
152 173 894 387 5
153 452 470 118 9
154 349 48 369 6
155 477 709 498 4
156 832 132 239 1
157 32 746 285 7
158 73 285 119 7
159 601 323 291 5
160 939 992 99 1
161 92 679 64 1
162 924 816 15 9
163 375 572 119 6
164 669 20 331 2
165 682 584 281 9
166 987 611 90 7
167 399 160 484 6
168 505 204 494 3
169 983 854 226 2
170 252 460 489 3
171 563 84 107 7
172 592 947 295 3
173 831 17 195 3
174 232 784 360 5
175 340 524 228 8
176 776 785 218 3
177 555 52 210 4
178 953 930 133 8
179 624 622 351 6
180 951 307 412 2
181 207 290 44 3
182 918 958 20 9
183 802 775 328 3
184 162 785 332 3
185 629 415 227 2
186 246 544 275 5
187 851 190 250 1
188 843 34 428 4
189 560 428 333 7
190 819 900 280 2
191 952 947 96 9
192 37 507 406 5
193 352 343 433 9
194 790 976 485 3
195 965 93 354 8
196 635 524 414 9
197 383 905 100 4
198 483 185 480 9
199 680 997 298 3
200 323 661 331 6
201 764 569 334 7
202 205 616 413 5
203 111 49 377 10
204 650 671 378 1
205 829 821 478 9
206 924 781 473 3
207 121 961 358 8
208 640 473 229 10
209 304 430 268 5
210 801 622 424 3
211 523 437 164 8
212 146 258 74 3
213 342 981 123 3
214 796 375 41 2
215 979 119 215 3
216 36 743 500 10
217 40 242 179 2
