nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 955 104 0 0
2 221 459 91 139
3 739 240 27 110
4 175 881 46 7
5 946 759 81 157
6 941 685 74 57
7 379 199 26 51
8 736 786 18 150
9 75 687 71 21
10 123 578 79 119
11 282 49 92 98
12 288 608 19 159
13 933 359 86 93
14 167 196 25 91
15 98 787 23 109
16 681 53 82 19
17 891 254 97 124
18 512 631 59 125
19 495 39 34 56
20 512 441 83 116
21 798 453 63 109
22 479 529 72 140
23 5 215 59 92
24 315 80 91 132
25 902 438 64 119
26 658 536 100 105
27 839 947 69 218
28 144 772 63 56
29 658 663 63 40
30 320 756 96 185
31 451 353 50 27
32 809 342 3 46
33 608 674 1 63
34 325 103 72 236
35 713 190 69 5
36 896 864 51 183
37 995 375 15 125
38 393 0 74 225
39 591 61 68 65
40 80 845 6 31
41 499 91 85 106
42 382 339 37 205
43 390 878 75 101
44 463 400 10 87
45 542 136 90 156
46 156 993 73 139
47 489 317 34 177
48 687 97 36 184
49 991 13 40 160
50 552 57 71 210
51 203 449 14 122
52 273 198 42 230
53 824 18 48 65
54 551 767 4 165
55 79 983 31 60
56 613 931 45 16
57 74 347 67 181
58 622 816 72 43
59 225 437 83 82
60 216 767 82 23
61 573 724 39 104
62 112 63 63 122
63 42 152 81 151
64 512 385 58 20
65 165 65 10 178
66 794 720 31 223
67 866 67 1 222
68 270 690 54 248
69 438 821 38 7
70 810 517 62 119
71 805 423 66 208
72 800 231 36 184
73 770 422 90 57
74 400 347 77 123
75 860 968 40 208
76 115 433 97 180
77 693 579 11 111
78 848 87 2 193
79 731 361 61 209
80 472 248 14 70
81 778 619 38 144
82 320 644 44 139
83 686 943 15 197
84 334 124 86 105
85 116 496 54 150
86 994 921 73 121
87 919 794 9 60
88 505 41 55 51
89 569 257 66 133
90 389 429 75 208
91 225 856 40 21
92 214 918 87 2
93 787 415 81 40
94 5 871 45 142
95 776 830 50 110
96 119 906 63 88
97 449 792 54 207
98 550 487 26 220
99 735 236 3 213
100 964 851 24 208
101 733 958 14 148
102 125 4 79 173
103 104 982 7 235
104 46 673 73 175
105 239 787 67 247
106 454 464 82 58
107 995 21 69 120
108 735 782 59 101
109 436 740 12 105
110 653 564 94 111
111 570 125 65 157
112 470 371 100 218
113 269 20 63 127
114 859 4 89 15
115 608 823 40 113
116 207 341 73 53
117 133 684 60 153
118 346 589 27 69
119 18 744 87 151
120 263 257 43 3
121 531 69 97 226
122 74 526 10 117
123 442 809 95 220
124 660 230 18 106
125 901 314 75 61
126 794 824 19 141
127 791 616 67 220
128 195 60 60 181
129 988 54 47 248
130 416 597 46 38
131 229 975 12 20
132 290 714 90 74
133 660 636 72 19
134 304 30 42 160
135 732 919 19 134
136 288 263 62 168
137 988 714 59 73
138 141 783 84 55
139 875 154 42 103
140 13 776 63 218
141 820 160 16 81
142 600 611 58 84
143 776 796 2 67
144 23 765 15 248
145 202 439 17 62
146 714 432 85 128
147 766 4 81 227
148 146 778 51 104
149 993 450 95 92
150 809 725 13 163
151 721 449 75 26
152 341 62 32 185
153 163 482 48 68
154 845 38 90 241
155 636 858 20 2
156 166 456 9 185
157 18 767 84 168
158 419 147 21 85
159 915 442 87 135
160 912 117 85 3
161 233 978 46 219
162 901 0 82 26
163 982 48 95 183
164 778 975 81 41
165 850 587 76 243
166 701 572 6 203
167 36 42 18 237
168 986 551 87 115
169 876 831 4 126
170 589 865 57 76
171 41 756 79 165
172 321 60 62 14
173 875 93 35 232
174 559 790 99 21
175 535 823 16 33
176 907 769 75 163
177 801 809 3 106
178 121 783 90 150
179 209 899 88 20
180 759 411 90 16
181 839 812 62 245
182 335 875 18 131
183 206 321 84 104
184 427 82 95 239
185 152 368 32 54
186 947 194 14 60
187 476 621 68 28
188 606 351 76 4
189 714 165 9 126
190 493 601 26 227
191 988 753 8 250
192 722 789 41 112
193 562 843 56 31
194 924 123 11 245
195 743 35 100 201
196 534 934 10 164
197 847 222 47 227
198 809 53 44 232
199 543 588 83 141
200 488 696 21 14
201 309 435 94 136
202 242 137 75 13
203 56 200 13 100
204 489 122 67 24
205 717 334 75 142
206 724 57 2 234
207 87 446 44 92
208 198 1 48 99
209 290 122 24 208
210 124 385 45 126
211 158 11 10 57
212 319 357 89 159
213 233 480 85 184
214 763 776 90 67
215 421 251 74 212
216 824 730 32 119
217 686 418 100 107
218 867 95 32 214
219 970 708 8 250
220 569 687 89 135
221 395 293 93 190
222 96 482 20 236
223 92 294 84 167
224 484 734 86 107
225 769 608 77 233
226 471 279 82 236
227 971 142 89 122
228 988 204 46 173
229 622 751 6 136
230 333 395 92 231
231 2 509 49 23
232 477 41 50 250
233 280 697 81 231
234 488 250 64 39
235 757 57 82 52
236 290 152 23 74
237 703 386 94 142
238 635 795 10 79
239 33 119 61 245
240 881 802 87 137
241 79 352 29 121
242 81 403 74 117
243 846 69 42 220
244 959 820 42 149
245 173 292 7 233
246 216 175 30 155
247 154 693 7 229
248 568 434 55 88
249 742 56 11 220
250 36 500 76 142
251 466 326 21 150
252 652 169 65 216
253 65 287 43 126
254 316 98 94 53
255 758 549 73 81
256 900 838 91 51
257 901 333 1 15
258 241 99 18 44
259 754 200 84 161
260 919 927 93 190
261 845 135 95 72
262 455 351 96 101
263 181 23 52 202
264 785 923 88 212
265 432 173 71 63
266 423 898 5 44
267 852 76 64 169
268 419 917 9 207
269 363 735 95 155
270 15 122 61 17
271 636 267 87 152
272 312 889 19 37
273 600 905 16 86
274 988 706 32 149
275 457 907 98 124
276 634 302 88 92
277 43 441 97 135
278 653 576 93 50
279 464 790 37 130
280 851 248 13 7
281 316 275 95 67
282 146 168 2 210
283 703 565 86 13
284 85 418 16 132
285 652 100 17 27
286 892 288 50 3
287 367 204 80 168
288 177 319 41 195
289 461 517 56 174
290 25 919 93 203
291 425 11 48 32
292 221 820 45 196
293 452 227 18 89
294 396 269 48 104
295 369 247 68 210
296 517 685 13 114
297 874 16 77 114
298 853 577 24 12
299 933 290 28 91
300 996 586 0 0
endpoint1 endpoint2 weight
1 2 816
1 3 256
1 4 1101
1 5 656
1 6 582
1 7 584
1 8 717
1 9 1056
1 10 958
1 11 676
1 12 837
1 13 256
1 14 794
1 15 1096
1 16 279
1 17 164
1 18 689
1 19 465
1 20 557
1 21 383
1 22 639
1 23 957
1 24 641
1 25 339
1 26 525
1 27 851
1 28 1051
1 29 634
1 30 911
1 31 563
1 32 280
1 33 668
1 34 631
1 35 257
1 36 763
1 37 274
1 38 572
1 39 367
1 40 1147
1 41 457
1 42 620
1 43 959
1 44 575
1 45 415
1 46 1196
1 47 513
1 48 269
1 49 98
1 50 406
1 51 828
1 52 689
1 53 157
1 54 777
1 55 1241
1 56 895
1 57 914
1 58 787
1 59 803
1 60 993
1 61 729
1 62 844
1 63 915
1 64 525
1 65 791
1 66 637
1 67 97
1 68 902
1 69 884
1 70 438
1 71 353
1 72 201
1 73 368
1 74 606
1 75 870
1 76 903
1 77 543
1 78 109
1 79 341
1 80 505
1 81 545
1 82 834
1 83 882
1 84 622
1 85 927
1 86 818
1 87 691
1 88 455
1 89 416
1 90 653
1 91 1049
1 92 1101
1 93 354
1 94 1221
1 95 748
1 96 1159
1 97 855
1 98 558
1 99 257
1 100 748
1 101 883
1 102 837
1 103 1223
1 104 1073
1 105 990
1 106 617
1 107 93
1 108 713
1 109 821
1 110 551
1 111 386
1 112 554
1 113 692
1 114 139
1 115 799
1 116 785
1 117 1007
1 118 779
1 119 1135
1 120 709
1 121 426
1 122 977
1 123 872
1 124 321
1 125 217
1 126 738
1 127 538
1 128 762
1 129 60
1 130 731
1 131 1134
1 132 903
1 133 609
1 134 656
1 135 845
1 136 686
1 137 611
1 138 1061
1 139 95
1 140 1158
1 141 147
1 142 619
1 143 715
1 144 1143
1 145 825
1 146 408
1 147 214
1 148 1053
1 149 349
1 150 638
1 151 417
1 152 616
1 153 878
1 154 129
1 155 819
1 156 864
1 157 1148
1 158 538
1 159 341
1 160 45
1 161 1134
1 162 118
1 163 63
1 164 889
1 165 495
1 166 533
1 167 922
1 168 449
1 169 732
1 170 845
1 171 1123
1 172 636
1 173 81
1 174 793
1 175 833
1 176 667
1 177 722
1 178 1076
1 179 1091
1 180 365
1 181 718
1 182 990
1 183 780
1 184 529
1 185 846
1 186 91
1 187 705
1 188 428
1 189 249
1 190 679
1 191 650
1 192 724
1 193 838
1 194 37
1 195 223
1 196 931
1 197 160
1 198 155
1 199 636
1 200 755
1 201 726
1 202 714
1 203 905
1 204 467
1 205 331
1 206 236
1 207 933
1 208 764
1 209 666
1 210 878
1 211 803
1 212 685
1 213 815
1 214 699
1 215 554
1 216 640
1 217 414
1 218 89
1 219 605
1 220 700
1 221 592
1 222 939
1 223 884
1 224 787
1 225 538
1 226 515
1 227 42
1 228 106
1 229 728
1 230 687
1 231 1036
1 232 483
1 233 899
1 234 490
1 235 204
1 236 667
1 237 379
1 238 762
1 239 923
1 240 702
1 241 911
1 242 924
1 243 115
1 244 717
1 245 805
1 246 743
1 247 995
1 248 509
1 249 219
1 250 1001
1 251 538
1 252 310
1 253 909
1 254 640
1 255 487
1 256 737
1 257 236
1 258 715
1 259 223
1 260 824
1 261 115
1 262 558
1 263 779
1 264 837
1 265 528
1 266 956
1 267 107
1 268 974
1 269 866
1 270 941
1 271 359
1 272 1015
1 273 877
1 274 603
1 275 945
1 276 378
1 277 973
1 278 561
1 279 844
1 280 178
1 281 662
1 282 812
1 283 526
1 284 925
1 285 304
1 286 195
1 287 597
1 288 808
1 289 644
1 290 1237
1 291 539
1 292 1026
1 293 518
1 294 583
1 295 604
1 296 728
1 297 120
1 298 484
1 299 188
1 300 484
2 1 816
