nnodes nedges type capacity P s t
300  44850  graph  1000 100 1 300 
nodename posx posy itemvalue itemweight
1 490 269 0 0
2 501 774 41 50
3 310 408 71 48
4 305 656 87 61
5 611 788 41 82
6 912 998 53 9
7 602 0 72 72
8 545 352 17 19
9 788 427 57 26
10 236 679 91 38
11 557 127 42 69
12 227 973 6 74
13 352 364 27 2
14 872 177 12 38
15 606 275 32 21
16 533 448 20 27
17 896 34 35 13
18 222 558 76 5
19 442 879 60 14
20 566 406 66 52
21 668 478 95 18
22 404 622 61 18
23 478 301 41 77
24 974 619 37 97
25 729 562 2 79
26 650 638 35 95
27 689 877 47 40
28 612 393 20 73
29 241 484 41 84
30 571 199 63 24
31 111 456 4 82
32 647 359 50 39
33 491 222 94 77
34 917 933 95 6
35 453 483 90 60
36 339 121 9 37
37 962 95 30 69
38 95 792 54 70
39 749 421 97 90
40 411 478 67 50
41 984 62 69 53
42 116 25 96 15
43 291 80 44 16
44 419 533 40 84
45 916 342 51 2
46 84 379 60 6
47 798 84 35 61
48 738 641 96 81
49 658 655 38 91
50 575 111 38 79
51 491 266 50 46
52 585 453 15 31
53 714 680 67 69
54 245 815 1 15
55 454 9 10 19
56 293 438 65 78
57 71 761 23 12
58 463 362 45 66
59 194 234 79 84
60 247 110 1 29
61 576 684 37 60
62 842 727 35 23
63 768 580 73 30
64 368 778 55 62
65 588 295 20 92
66 889 79 40 22
67 914 474 90 7
68 884 980 4 56
69 507 129 27 56
70 795 961 22 36
71 138 440 26 38
72 751 561 66 48
73 553 214 50 10
74 276 747 13 28
75 801 523 45 66
76 210 729 9 33
77 559 404 77 95
78 456 679 7 49
79 984 177 24 62
80 457 924 10 96
81 472 347 53 2
82 3 738 69 94
83 173 887 60 72
84 718 32 1 86
85 369 865 28 23
86 993 859 73 53
87 657 744 60 38
88 421 211 53 61
89 311 49 99 17
90 310 112 41 43
91 924 872 82 49
92 193 484 27 59
93 276 650 43 34
94 163 261 7 18
95 827 621 95 69
96 185 651 65 99
97 320 541 22 33
98 742 845 93 33
99 780 460 57 45
100 878 149 70 36
101 678 871 67 42
102 9 335 40 27
103 968 782 32 92
104 546 631 87 30
105 831 209 9 27
106 95 107 25 42
107 81 288 27 51
108 591 358 100 69
109 290 107 84 59
110 971 117 39 30
111 80 508 79 3
112 121 400 81 52
113 49 863 88 25
114 245 830 84 44
115 675 475 69 53
116 331 705 31 36
117 699 340 46 70
118 41 667 14 77
119 474 939 14 52
120 650 657 7 74
121 148 745 31 31
122 765 582 15 57
123 33 708 33 67
124 940 324 78 69
125 167 911 25 16
126 793 247 98 55
127 419 266 70 30
128 999 821 6 57
129 481 245 54 89
130 3 157 52 75
131 72 334 93 34
132 862 771 62 38
133 27 255 56 75
134 438 501 15 69
135 195 88 26 73
136 511 695 94 8
137 185 628 3 60
138 277 571 65 35
139 688 569 26 94
140 247 856 3 2
141 480 392 9 53
142 103 252 56 30
143 659 103 34 13
144 425 140 39 88
145 700 428 53 90
146 649 772 14 45
147 762 864 24 75
148 544 789 35 79
149 119 334 49 1
150 643 314 99 26
151 775 154 73 44
152 362 960 34 75
153 782 639 3 50
154 531 822 61 81
155 209 130 43 16
156 678 41 34 3
157 523 782 20 42
158 645 182 32 53
159 237 70 54 22
160 674 937 92 7
161 850 324 12 5
162 61 613 3 87
163 188 605 79 37
164 754 659 17 79
165 292 397 37 67
166 326 67 57 9
167 903 688 10 42
168 27 37 35 64
169 679 911 91 48
170 860 240 44 33
171 393 538 63 30
172 634 916 87 82
173 672 279 71 70
174 450 909 86 24
175 702 125 92 78
176 846 904 82 55
177 801 908 82 85
178 517 341 93 61
179 865 624 73 61
